# Dataset: Baghewala Digital Twin - CSS Production Daily Telemetry
# Version: 1.3.0
# Generated: 2026-08-27T13:55:00Z
# Description: Multi-cycle daily production data for 5 wells across 3 CSS cycles each
# Schema: WellState Canonical v1.0 (Macro Domain)
# Physics Models: Boberg-Lantz Thermal Decay, Andrade-Arrhenius Viscosity, Vogel IPR
# Field: Baghewala, Jaisalmer, Rajasthan (Jodhpur Sandstone)
# Wells: BGW-04, BGW-05, BGW-08, BGW-11, BGW-15
# Cycles: 3 per well (15 total)
# Reservoir Temp: 46-48°C | Crude API: 17-19° | Peak BHT: 140-220°C
# Random Seed: 42 | Noise: 2% Gaussian | Missing: 2% | Out-of-range: 1%
well_id,cycle_id,cycle_number,ts,cycle_day,phase,surface_temp_c,injection_temp_c,bottomhole_temp_c_estimated,viscosity_cp,oil_rate_bopd,water_cut_pct,gross_fluid_bpd,sor_instantaneous,sor_cumulative,cumulative_oil_bbl,cumulative_steam_m3,pressure_in_psi,pressure_out_psi,spm,motor_current_a,energy_kwh_day,fmi,rod_floating_risk_pct,operating_state,net_value_inr_day,source,quality_flag,label_source
BGW-04,CYC-001,1,2025-02-18T00:00:00+00:00,11.0,inject,,306.5878143681523,,,0.0,,0.0,,,0.0,2136.9581601742098,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-02-19T00:00:00+00:00,12.0,inject,,297.89631185585097,,,0.0,,0.0,,,0.0,2324.98865892213,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-02-20T00:00:00+00:00,13.0,inject,,284.66238370778893,,,0.0,,0.0,,,0.0,2431.8663631451736,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-02-21T00:00:00+00:00,14.0,inject,,268.11459871200117,,,0.0,,0.0,,,0.0,2664.37082001597,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-02-22T00:00:00+00:00,15.0,inject,,286.40476148244676,,,0.0,,0.0,,,0.0,2873.7128758846256,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-02-23T00:00:00+00:00,16.0,soak,,,,,0.0,,0.0,,,0.0,2873.7128758846256,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-02-24T00:00:00+00:00,17.0,soak,,,,,0.0,,0.0,,,0.0,2873.7128758846256,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-02-25T00:00:00+00:00,18.0,soak,,,,,0.0,,0.0,,,0.0,2873.7128758846256,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-02-26T00:00:00+00:00,19.0,soak,,,,,0.0,,0.0,,,0.0,2873.7128758846256,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-02-27T00:00:00+00:00,20.0,soak,,,,,0.0,,0.0,,,0.0,2873.7128758846256,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-02-28T00:00:00+00:00,21.0,soak,,,,,0.0,,0.0,,,0.0,2873.7128758846256,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-01T00:00:00+00:00,22.0,produce,135.34671244004977,,141.6010833520221,134.40845710301747,133.9285964800405,41.28094190643375,228.08369348607596,24.278547274283348,21.457052126376144,133.9285964800405,2873.7128758846256,210.53899701211517,77.75886664685473,6.28034641834855,20.636968998990504,51.592422497476264,0.9778563964109559,0.0,CSS_Cutoff_Triggered,669127.0581752277,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-02T00:00:00+00:00,23.0,produce,122.63938852367932,,138.60196485663977,163.87482495184233,127.72269803499842,31.952143571507783,187.69540252780078,12.57817156254149,10.982987419232714,261.6512945150389,2873.7128758846256,330.48415707240105,86.25266422495037,4.177809676799992,27.439292868626488,68.59823217156622,0.9733170943725491,0.0,CSS_Cutoff_Triggered,637927.5078532764,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-03T00:00:00+00:00,24.0,produce,115.94878636771196,,134.61651519000188,190.20646336596008,114.10478785239094,67.7946872333797,354.3042375624951,8.445588948846062,7.647814661519146,375.7560823674298,2873.7128758846256,302.5747389062733,161.06442059227535,5.967908904989843,35.90931317527976,89.7732829381994,0.9680441461698921,0.0,Normal,569626.2064325728,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-04T00:00:00+00:00,25.0,produce,119.30317000250555,,132.31996420835708,227.24563265231734,103.43130370864125,55.514241469882165,232.50430503194858,6.974733856859441,5.997054512258015,479.1873860760711,2873.7128758846256,162.18150311699372,99.76509691605706,6.962253354381399,24.1519266196649,60.37981654916224,0.9619643338712479,0.0,Normal,516552.72037771466,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-05T00:00:00+00:00,26.0,produce,105.42534164940174,,127.61135265743768,268.29491800382726,104.90798629978886,77.28763541126307,461.8981255338458,5.517556843068842,4.919937756389924,584.0953723758599,2873.7128758846256,133.95652649871613,181.73502974329622,6.2402626093050575,47.2976062065625,118.24401551640625,0.9550058568701525,0.0,Normal,523357.49134378025,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-06T00:00:00+00:00,27.0,produce,107.83786362431181,,119.41584441364532,320.2754172067856,101.24229117416826,76.64383499538062,433.4713817706996,3.3661679405836753,4.193134317175684,685.3376635500282,2873.7128758846256,279.8362861599046,100.95987053529242,4.872195695234145,19.794614693347313,49.48653673336828,0.9470999706977823,0.0,Normal,505716.5905035076,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-07T00:00:00+00:00,28.0,produce,100.59706175003735,,119.03611431913737,371.6631904028675,83.18450991463722,83.30692496325764,498.31747435115244,4.430957611658885,3.739271259968078,768.5221734646655,2873.7128758846256,163.30203312141387,114.53224600170553,5.15849147689185,26.393619775098706,65.98404943774676,0.9381826721378176,0.0,Normal,415262.7090788086,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-08T00:00:00+00:00,29.0,produce,101.194621921736,,111.13069069562926,424.14115563283065,83.82735719154388,39.37371344001835,138.26899509770874,2.892621765909599,3.3715192799744997,852.3495306562094,2873.7128758846256,270.2537421249034,197.56057719880212,5.045043780100255,41.885421896235144,104.71355474058785,0.9281963684326686,0.0,Normal,418089.65041031357,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-09T00:00:00+00:00,30.0,produce,94.19749933092146,,110.87928267894894,514.4302541931562,,57.14648104448551,192.46575026012337,2.5702667930998224,3.0740556045405616,934.8278774268045,2873.7128758846256,425.88612301515707,84.5326110451951,4.828996442570679,16.631005662190557,41.57751415547639,0.9170914665779465,0.0,Normal,411975.958711421,synthetic,missing,ground_truth
BGW-04,CYC-001,1,2025-03-10T00:00:00+00:00,31.0,produce,89.14749320784583,,101.71828186754539,566.9588119428182,73.15151701827787,35.46198574029948,113.34640189565901,3.068706550473129,2.8509639102956816,1007.9793944450824,2873.7128758846256,224.03090583524184,189.24409808524487,4.600691792050255,28.642654042010342,71.60663510502586,0.9048278206446663,0.0,Normal,365041.5187403391,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-11T00:00:00+00:00,32.0,produce,82.7030067323709,,105.99800113033277,668.6816009286833,71.58696361957519,39.5111374540271,118.3473462824127,2.2286638813668223,2.661914068011846,1079.5663580646576,2873.7128758846256,453.747091078997,183.07106971776616,6.419114817003997,28.561191641948028,71.40297910487007,0.8913759806069255,0.0,Normal,357220.7883068272,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-12T00:00:00+00:00,33.0,produce,78.81221866850134,,100.06082746255554,742.2772783616981,63.09489992813539,30.04839789970293,90.19793404827169,2.174537808164595,2.5149298235004576,1142.661257992793,2873.7128758846256,454.34938483718565,133.0929401421303,3.9385444968973813,19.058861714641285,47.64715428660321,0.87671819485938,0.0,Normal,314998.0280978109,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-13T00:00:00+00:00,34.0,produce,78.16046141530249,,92.87263658222524,820.4172595588808,59.26831812513105,39.23494524980801,97.53684641408768,2.2239343092836483,2.390916184262928,1201.9295761179242,2873.7128758846256,385.9211323031109,140.4375928380265,7.41847213415339,41.30451569201374,103.26128923003435,0.8608491298200294,0.0,Normal,295308.9777333549,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-14T00:00:00+00:00,35.0,produce,79.20297185720848,,999.9,919.2887968959152,55.90252625881048,62.86831755983577,150.5520961752662,2.5540722687804354,2.284655376861988,1257.8321023767346,2873.7128758846256,276.18669189733646,128.07366038648104,6.086747450576211,22.80971951192178,57.024298779804454,0.843776282902813,0.0,Normal,278942.38830625435,synthetic,out_of_range,ground_truth
BGW-04,CYC-001,1,2025-03-15T00:00:00+00:00,36.0,produce,72.74258201829967,,90.51803309188496,1027.4903422278455,47.10223799281035,82.99928914262017,277.0604028734702,2.610581275676588,2.2021896328292025,1304.934340369545,2873.7128758846256,433.854254960312,80.05631165182956,5.483550346703008,49.045466860674274,122.61366715168569,0.8255200788058499,0.0,Normal,234285.0532925349,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-16T00:00:00+00:00,37.0,produce,67.33553674483622,,89.75391526605584,1183.61675555251,47.365330711521274,30.830589626246113,68.47727984897483,2.222814986530086,2.125056255901696,1352.2996710810662,2873.7128758846256,495.5242325469185,53.81428259020909,6.202825878639799,50.094922877118215,125.23730719279554,0.8061136525952963,0.0,Normal,235574.2804856784,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-17T00:00:00+00:00,38.0,produce,70.75009233506098,,83.32627751484686,1320.6265278647593,45.49047862148379,73.60680368075084,172.3568379942923,2.357762397953462,2.0558972149690367,1397.79014970255,2873.7128758846256,460.9582486504121,116.92820780635942,6.124769364518746,46.931807158671006,117.32951789667752,0.7856023356539855,0.0,Normal,226279.09792845216,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-18T00:00:00+00:00,39.0,produce,63.232232249503724,,79.66705489984106,1404.0053626762433,32.1908573402415,30.638916390452138,46.4105456042937,2.072541328123141,2.009616114991261,1429.9810070427916,2873.7128758846256,66.17402320853394,109.15166308251823,6.1804759879192295,26.461650085131375,66.15412521282843,0.7640428715314524,0.0,Normal,160292.74544907923,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-19T00:00:00+00:00,40.0,produce,61.82466701573432,,79.51462570514079,1625.0928225650416,30.69823988598563,56.334595603288264,70.30334497096146,2.179853285762475,1.9673811905843748,1460.6792469287773,2873.7128758846256,147.11946237357944,135.89138088923005,4.501449415937298,17.06726884674431,42.668172116860774,0.7415023975807464,0.0,Normal,153064.51770875955,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-20T00:00:00+00:00,41.0,produce,60.831483301043335,,78.78284902764256,1665.5435351987992,32.654786324997396,44.377388376474755,58.70775458372446,2.1515782482770844,1.9243603988741826,1493.3340332537746,2873.7128758846256,171.87451306793338,104.62514151995813,4.4571568415858085,16.0140297366183,40.03507434154575,0.7180572346982931,0.0,Normal,162873.58088157154,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-21T00:00:00+00:00,42.0,produce,64.68577947971849,,73.79149842932343,1788.4963568676906,31.77313129962979,67.87575536200373,98.90701449225304,2.005011485499597,1.884269474746145,1525.1071645534043,2873.7128758846256,175.97025362567427,192.32709771274298,7.207922706797171,37.17416210045603,92.93540525114008,0.6937915313911849,0.0,Normal,157936.30244563756,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-22T00:00:00+00:00,43.0,produce,60.957330824141735,,77.30698471343888,2048.5535975204616,26.778594004038542,30.87004963906009,38.73660239045838,1.8455452877504444,1.8517554272525116,1551.8857585574428,2873.7128758846256,263.0622968512546,59.444317884702585,5.887195716332749,30.94018937589494,77.35047343973734,0.6687958098527835,0.0,Normal,133119.46528579533,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-23T00:00:00+00:00,44.0,produce,59.14052612629803,,76.30940498578282,2168.7188346243747,26.202448003829037,76.38939047129934,110.97743144656124,1.9366020455509103,1.821009031013913,1578.0882065612718,2873.7128758846256,123.32049218664336,41.99668705807307,6.586245158913286,16.060452421664873,40.151131054162185,0.6431654609479315,0.0,Normal,130610.72870860356,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-24T00:00:00+00:00,45.0,produce,57.47115035442554,,74.36582021998852,2275.6481113649297,20.929688470489786,57.7370073589561,49.52249512535423,2.1145292547897863,1.7971736806782546,1599.0178950317616,2873.7128758846256,223.74618701034842,193.4023958500654,7.6530463662570325,22.831645391571858,57.07911347892964,0.6169992323160178,0.0,Normal,104077.65121765963,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-25T00:00:00+00:00,46.0,produce,51.46117275476339,,69.41288217381555,2484.73262903628,19.12962098186758,66.80422992184904,57.626682365951375,1.867524891022977,1.7759276255382028,1618.1475160136292,2873.7128758846256,444.86240608717384,154.9620774466606,7.111467543118966,26.281382902852258,65.70345725713065,0.5903977495831155,0.0,Normal,94991.07033676658,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-26T00:00:00+00:00,47.0,produce,48.64744495641492,,66.87903382340265,2597.8589067717976,11.667604613500462,71.58477764451982,41.0611061477414,1.6509350510757408,1.7632140231824955,1629.8151206271298,2873.7128758846256,468.84079652160415,175.930167813312,5.745884732252734,45.03484271165989,112.58710677914974,0.5634621053521676,0.0,Normal,57212.15199971081,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-27T00:00:00+00:00,48.0,produce,52.222971831633274,,68.55257685324335,2888.6554458301016,16.47534976194373,78.73139370977202,77.46323166230904,1.6682061278386406,1.7455685540143295,1646.2904703890736,2873.7128758846256,54.87694316613426,183.91493599127483,4.458144156979351,27.772545503616595,69.43136375904149,0.5362925446276596,0.0,Normal,81682.43517212823,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-28T00:00:00+00:00,49.0,produce,53.14205023047868,,64.49279129041342,2822.929347213625,23.712570683676987,70.1424717662608,79.4190681092001,1.921480726610291,1.7207830196756135,1670.0030410727506,2873.7128758846256,405.32816425754925,45.50503751827736,6.1893427233257405,17.302350400665773,43.25587600166443,0.5089872690130738,0.0,Normal,118130.29465836828,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-29T00:00:00+00:00,50.0,produce,51.4348503255535,,66.7077246613717,3020.0765047612617,19.456982826030288,31.067360567367416,28.22608126741682,1.4179973432292996,1.70096529970146,1689.460023898781,2873.7128758846256,365.436109156604,42.3697110819129,7.0823040743266485,43.24968908625985,108.12422271564962,0.4816413757314556,11.626975612837995,High_Viscous_Drag,96203.67190299493,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-30T00:00:00+00:00,51.0,produce,44.4083198205726,,63.60810207434748,3229.2455896309893,11.590946749856379,71.6288149556462,40.85464435742036,1.7288416069931756,1.6893749367127042,1701.0509706486373,2873.7128758846256,240.89990416113932,184.0802454661051,4.440505553049731,34.705004171634364,86.7625104290859,0.4543459415368988,10.227072895348382,High_Viscous_Drag,57087.10864499103,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-03-31T00:00:00+00:00,52.0,produce,51.705343325417275,,63.85005256926181,3452.2800268201136,20.42279727523906,60.00212590582958,51.05970689131107,1.9779408903591698,1.6693329456599082,1721.4737679238763,2873.7128758846256,218.69176078566682,78.57105466791631,7.476278924687655,23.943833540778105,59.85958385194526,0.4271872561177651,29.264450788812226,High_Viscous_Drag,101515.39053767585,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-01T00:00:00+00:00,53.0,produce,46.40112570131626,,62.55658552724714,3590.538949354498,13.155633109423544,62.763918288115754,35.33033687920176,1.7863891187522833,1.6566725285370965,1734.6294010332997,2873.7128758846256,254.54347914549794,136.68487361429078,6.460999689448013,51.04632041963956,127.61580104909889,0.400246204786166,10.908927606829158,High_Viscous_Drag,64502.007536626734,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-02T00:00:00+00:00,54.0,produce,48.280670672363826,,59.399835257483105,3829.854933284273,11.286446030434789,46.20113368156317,20.97896629202191,1.7010409403112137,1.6459629945610552,1745.9158470637344,2873.7128758846256,84.98058663424317,195.6471173032483,7.853174798765913,42.92646856078981,107.31617140197451,0.3735977961885154,20.72192732688241,High_Viscous_Drag,55359.068438154194,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-03T00:00:00+00:00,55.0,produce,48.59557497153569,,62.427617197230425,3781.9577120671097,4.586303815424592,80.9637090012408,24.09242333878764,1.8820301816204648,1.6416505826293066,1750.502150879159,2873.7128758846256,70.34840154778523,34.48238566453284,5.65493792562955,47.422133231273314,118.55533307818328,0.34731082749172826,1.34458625413586,Rod_Floating_Warning,21745.965746341128,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-04T00:00:00+00:00,56.0,produce,41.01715732647219,,60.90982165634952,4071.740913016902,9.79241873702705,49.88917014025991,19.54152179166853,1.4845513444170688,1.6325181736549974,1760.294569616186,2873.7128758846256,75.3689734929172,177.00280396335904,7.258417729787961,54.98870693144522,137.47176732861305,0.3214476769896818,14.276161505159092,Rod_Floating_Warning,47587.37601184912,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-05T00:00:00+00:00,57.0,produce,39.25370833205203,,59.432608463114256,4094.0245821855706,7.352886937554613,52.03264811860561,15.32894072563271,1.3845731066896847,1.6257273842869686,1767.6474565537405,2873.7128758846256,479.32296226642507,133.0496878566496,5.040155896812582,41.86802737623427,104.67006844058567,0.29606421229150737,26.967893854246306,Rod_Floating_Warning,35717.73400336721,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-06T00:00:00+00:00,58.0,produce,41.292319394857714,,58.14225255330658,4429.18243321246,16.653075385392377,56.209810066719605,38.02923762323327,1.8374372601722493,1.6105542897314202,1784.300531939133,2873.7128758846256,298.3580774485185,125.35945516101566,7.71209019808578,31.139314648495883,77.84828662123971,0.2712098011307945,39.395099434602734,Rod_Floating_Warning,82486.89406074949,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-07T00:00:00+00:00,59.0,produce,45.22617482242018,,55.33833765461561,4665.611419246183,13.535427312553121,48.53464270598394,26.300074504927032,1.5584521005978749,1.5984288561458924,1797.835959251686,2873.7128758846256,456.8714125221868,89.20342939396106,5.8888012285023255,46.34612050964572,115.8653012741143,0.24692741129061713,51.53629435469143,Rod_Floating_Warning,66518.48355002447,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-08T00:00:00+00:00,60.0,produce,37.24702067261518,,56.67918890649009,4694.647739456561,0.0,52.54814537429568,0.0,1.9053480242364254,1.5984288561458924,1797.835959251686,2873.7128758846256,271.6781422967913,85.8877737488764,6.410787381591533,24.605824751127724,61.51456187781931,0.22325378608425084,63.37310695787457,Rod_Floating_Warning,-615.1456187781931,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-09T00:00:00+00:00,61.0,produce,42.708320165903814,,57.23790423402518,4788.409813920162,6.7625764985994055,65.05346431126162,19.35120710914606,1.3837146513735152,1.5924388826403664,1804.5985357502855,2873.7128758846256,136.53005846390187,36.947664765301404,4.578929768332477,26.143613561278343,65.35903390319586,0.20021968217394304,74.89015891302847,Rod_Floating_Warning,33159.29215396507,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-10T00:00:00+00:00,62.0,produce,41.97926200050445,,55.6611891689607,4921.81699841856,16.37946762965693,27.358728390465934,22.5484318579951,1.7671167237162335,1.5781150955973589,1820.9780033799425,2873.7128758846256,332.5551752709085,43.89903543130822,7.461194182966078,51.83489602127253,129.58724005318132,0.17785015716224828,86.07492141887585,Rod_Floating_Warning,80601.46574775284,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-11T00:00:00+00:00,63.0,produce,37.62850637625715,,54.476423709479114,5121.392909013092,3.4214391507002206,47.22832616748292,6.483476649914377,1.5654040505671387,1.575155532769989,1824.3994425306428,2873.7128758846256,328.2146471886332,92.71531872686131,5.88655599704633,44.89883752535026,112.24709381337564,0.1561648952705379,96.91755236473104,Rod_Floating_Warning,15984.724815367346,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-12T00:00:00+00:00,64.0,produce,39.30937975866675,,53.58648129128133,5121.828226172799,4.987882428268441,56.95703598730139,11.58814812752418,1.409043622893002,1.570860821367706,1829.3873249589112,2873.7128758846256,171.15945392722142,94.13830772778584,3.9920243137108216,27.88316662332713,69.70791655831783,0.13517856045409415,100.0,Rod_Floating_Critical,24242.33297575903,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-13T00:00:00+00:00,65.0,produce,35.27312835739224,,55.13371781348791,5200.425152187097,13.649522841389665,72.3502743164403,49.365852658370365,1.5582554467720302,1.5592270329887632,1843.0368478003008,2873.7128758846256,89.11412963934066,121.30811210915313,6.323201492824891,44.8175789673732,112.043947418433,0.11490116742983914,100.0,Rod_Floating_Critical,67127.17473276399,synthetic,ok,ground_truth
BGW-04,CYC-001,1,2025-04-14T00:00:00+00:00,66.0,produce,40.12225279924348,,55.80581611000509,5357.335869599589,9.461453073175143,46.36580355387078,17.64071003222418,1.8531487603385028,1.5512634341038987,1852.498300873476,2873.7128758846256,322.5986687105992,70.32855459511906,4.3641933936975805,21.11436556737328,52.7859139184332,0.09533846225802567,100.0,Rod_Floating_Critical,46779.40622669138,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-15T00:00:00+00:00,1.0,inject,,278.7277778892763,,,0.0,,0.0,,,0.0,296.4757233817213,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-16T00:00:00+00:00,2.0,inject,,277.8498919332019,,,0.0,,0.0,,,0.0,590.3698100367951,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-17T00:00:00+00:00,3.0,inject,,307.1950449664496,,,0.0,,0.0,,,0.0,741.950375445783,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-18T00:00:00+00:00,4.0,inject,,296.8050253947102,,,0.0,,0.0,,,0.0,1027.8255732713,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-19T00:00:00+00:00,5.0,inject,,290.012888262893,,,0.0,,0.0,,,0.0,1183.8213920033568,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-20T00:00:00+00:00,6.0,inject,,263.0930623990266,,,0.0,,0.0,,,0.0,1348.5572392842055,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-21T00:00:00+00:00,7.0,inject,,285.53272650791183,,,0.0,,0.0,,,0.0,1497.0391857672216,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-22T00:00:00+00:00,8.0,inject,,292.7434029709143,,,0.0,,0.0,,,0.0,1654.7652964152728,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-23T00:00:00+00:00,9.0,inject,,260.8053900691942,,,0.0,,0.0,,,0.0,1850.9933167862364,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-24T00:00:00+00:00,10.0,inject,,253.6276475775699,,,0.0,,0.0,,,0.0,2018.3141724250204,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-25T00:00:00+00:00,11.0,inject,,254.43624793309374,,,0.0,,0.0,,,0.0,2316.3062189030093,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-26T00:00:00+00:00,12.0,inject,,306.6912112098244,,,0.0,,0.0,,,0.0,2467.234349855762,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
BGW-04,CYC-002,2,2025-04-27T00:00:00+00:00,13.0,soak,,,,,0.0,,0.0,,,0.0,2467.234349855762,,,,,0.0,,0.0,Normal,0.0,synthetic,ok,ground_truth
