# Dataset: Baghewala Digital Twin - ML Training Feature Matrix
# Version: 1.3.0
# Generated: 2026-08-27T13:55:00Z
# Description: Pre-computed point-in-time correct features with multi-target labels
# Schema: WellState Canonical v1.0 (Feature Store Export)
# Point-in-Time: All features use trailing windows only (no future leakage)
# Split Strategy: By well AND by time (70% train / 15% val / 15% test)
# Feature Groups: thermal, mechanical, dynamometer, production, css_context, history, quality
# Target Models: Production Forecaster, Viscosity Corrector, Dyno Classifier, Failure Risk
# Field: Baghewala, Jaisalmer, Rajasthan
# Random Seed: 42
sample_id,well_id,cycle_id,ts,cycle_day,phase,surface_temp_c,bht_estimate_c,dBHT_dt_1h,dBHT_dt_6h,viscosity_cp_physics,viscosity_cp_corrected,visc_ratio_vs_peak,thermal_viscosity_index,spm,stroke_len_in,vfd_pct,motor_current_a,motor_current_rolling_std_1h,spm_x_visc_interaction,pprl_lbs,mprl_lbs,card_area_in_lbs,card_compression_frac,fmi,downstroke_compression_index,fourier_h1,fourier_h2,fourier_h3,fourier_h4,flow_bopd,flow_bopd_lag_1h,flow_bopd_lag_6h,flow_bopd_lag_24h,flow_bopd_rolling_mean_24h,flow_bopd_rolling_std_24h,water_cut_pct,days_since_injection,cumulative_steam_volume_m3,prior_cycle_peak_bht_c,time_since_last_phase_transition_h,phase_transition_active,days_since_last_failure,failure_count_trailing_180d,well_age_days,sensor_quality_score,cross_sensor_residual,missingness_rate_1h,target_flow_bopd_1h,target_flow_bopd_6h,target_flow_bopd_24h,target_viscosity_residual,target_card_class,target_failure_7d,target_failure_30d,target_rod_floating_risk,source,label_source,split
FEAT-0000010,BGW-11,CYC-1,2025-01-01T10:00:00Z,28.903680412061746,produce,55.40441487302528,119.1720740633395,-2.0267964810174526,-2.969819851732561,276.6573788830376,303.2870739302674,0.6692267502612255,342706.89557888283,7.403418218172295,120,59.70666040782861,17.94431516104291,1.5860194346727954,41.62779071353226,14166.9767155147,2624.033601652042,91142.24158528805,0.8984879120828402,0.17493557344346947,1.3484261543989104,0.8647200843961743,-3.0210614456194325,-2.72231615452812,-0.39110284974833204,283.1124909930259,293.2711206168277,296.5498358343785,269.5650579116653,248.2740797103046,12.61816710403095,46.45781498267708,5.678214994191832,4782.383422114159,239.66407326037742,418.06127616297994,False,345.99323310582747,2,1675,0.838459143874368,0.008043632798584539,0.009614011197880957,276.25104112790314,245.74539823347854,424.4515111186705,26.629695047229802,Normal,False,False,5.186335908410333,synthetic,ground_truth,train
FEAT-0000011,BGW-21,CYC-3,2025-01-01T11:00:00Z,9.407818116357829,soak,47.04157585135126,109.8063233629295,-3.339391852953094,-16.93069625820866,377.839015066513,354.9164180771916,0.39960654071297563,468044.75776072027,7.916281833700154,120,44.947899098171305,21.98310426134265,0.9160095704916625,46.978922953449725,17086.65757804464,3053.4766704384874,103218.34559323461,0.8646463390856389,0.20356511136256583,0.5114296190881944,-1.5776205423758518,1.6406949960660402,-3.064569496309197,-2.5449245174862156,172.06426497729475,148.90395866328856,171.65342866021675,247.26821238085444,150.03603005621332,0.34507674319962334,44.7564806690886,42.95749261269999,5112.636033351722,167.9813581845052,607.5262647207476,False,244.803171285741,0,1889,0.9025230503516275,0.19252453481002976,0.0028835707121643798,170.1668218942287,153.59951884261628,187.89866279538936,-22.92259698932139,Normal,False,True,14.156142456116259,synthetic,ground_truth,train
FEAT-0000012,BGW-04,CYC-3,2025-01-01T12:00:00Z,25.7353818981445,produce,54.58345298503814,136.41857894341285,-3.9567828767472606,-23.286730666211643,161.76048516667802,139.97684137692357,0.26722257554060713,200379.37871970888,6.699074819653191,144,41.91553260380851,12.59210337579505,1.6194064895043123,34.072276680336714,16311.303712358776,3194.163598160022,104525.86089592344,0.6343756478487093,0.2129442398773348,1.4947096299130895,0.4102172644947346,6.972332009549524,2.187784501139312,-4.295845823086243,229.4147809039968,235.57539806020318,255.80633334095566,210.66564051865365,227.25743972937164,13.948616314949142,73.29531663364187,44.96214537126987,4569.406343216418,217.2903122795926,527.4102900331103,False,155.69511702744543,3,1926,0.9023105537590975,0.031402964465552304,0.04803129860633951,228.61060943295266,211.2617139950992,205.03926181282006,-21.78364378975445,Normal,False,False,3.9491490233942694,synthetic,ground_truth,test
FEAT-0000013,BGW-08,CYC-1,2025-01-01T13:00:00Z,12.24111413087132,produce,53.377161322308346,163.55297094052895,-5.167428869565313,-21.98122942756518,75.76063201105433,83.74760044389012,0.399016515984838,93847.81677765846,5.066392733815004,144,85.88735706321037,11.140890758760202,0.824332088724548,21.92521374235237,12542.627915178846,3096.213677447048,133486.4296194553,0.8430304355010234,0.20641424516313656,1.4646825413112523,4.540061973852726,-4.196375081897911,-2.4342284935615557,-0.32892535512320825,248.15943386986208,255.4351080181444,245.00933522839873,216.2212068224196,215.35231772354956,15.803909276978112,41.63257051079584,33.596241658457004,4699.419372403461,189.59001154110942,63.118454801905244,False,29.728074342843644,0,2512,0.8278629233446834,-0.021968019285937224,0.04898655161200046,271.02770740703545,216.38039418091265,243.0217200555913,7.986968432835795,Normal,False,False,1.832662279819841,synthetic,ground_truth,train
FEAT-0000014,BGW-03,CYC-2,2025-01-01T14:00:00Z,10.372633245863945,shut_in,54.51332365711504,129.59723038226403,2.6268105382762093,-2.7875127840742304,198.91620818581347,209.3173362312575,0.5526030969977894,246405.70391763578,7.027814545867728,80,47.75364878942446,24.108527593186547,1.316857337958574,37.19740485727155,14542.217681604665,3404.7016710979633,141038.1821051552,0.6036384149335956,0.22698011140653088,1.0307691398842556,4.2371906471614675,3.197574345582335,0.35719869258011483,-0.8853775656266791,167.98730572851912,147.63698489061687,181.94431749346643,181.05912725200693,152.72750451440456,8.320710748262208,18.21461003640808,70.20989049579829,4094.4008778221514,189.96163751663278,189.04671336037958,False,185.54733957217147,3,2115,0.8808002671664663,0.11441399290077746,0.028594650654983546,156.32574008034294,167.0254102378538,186.86637157396964,10.40112804544404,Normal,False,False,14.563027323298538,synthetic,ground_truth,train
FEAT-0000015,BGW-22,CYC-2,2025-01-01T15:00:00Z,28.119598598922014,produce,36.512861577917974,194.26777512254287,-8.951354271409254,-1.9343448486955315,35.70238884003123,35.11136159849744,0.6517768051910886,44226.02026201527,6.337244548003815,120,40.921840575654045,17.905679860291276,2.2782113547866567,22.657028248809514,12994.97881972161,3061.3610925447997,74048.30222907547,0.7279368343590146,0.20409073950298665,1.2427822747747732,12.112360923217224,5.635543793374066,1.1945800664592268,-4.716083578160441,189.84237699693784,178.76652135989804,179.26771848683416,174.7403335193703,212.00086225070757,12.611698329696363,68.23724297805606,6.8645706613473445,6359.765314228171,158.61062767317856,403.6272956660053,False,194.72384237027217,0,1377,0.927859873186469,-0.03544606171077219,0.020324615589294194,182.74337427415725,164.4487173449695,245.8592708245761,-0.5910272415337943,Normal,False,False,0.1426973080790339,synthetic,ground_truth,train
FEAT-0000016,BGW-21,CYC-3,2025-01-01T16:00:00Z,11.536354590500496,produce,60.97082808721943,146.85968288831205,-5.45507229822465,12.606866402935687,119.4187788118389,118.11190041979948,0.3725751015948765,147928.96226248387,5.069996229802214,80,66.3045923331948,23.744534682974585,0.35430180875262873,24.24794884643427,13678.387204358627,2662.2688893315335,125576.649252826,0.6252711388274959,0.17748459262210223,0.958312686072021,12.861760819587062,7.790110403029107,3.2525403338684935,-3.1011151197247004,119.07187403212642,111.02322858351582,137.9205841702609,158.75861644594346,103.40778679366696,7.242857803507377,61.56411541853129,1.514204275743487,4001.9767261643037,178.56057688796093,454.56658407791224,False,285.86629023866294,0,1550,0.8325575158279622,0.15402690160021565,0.04881750006721074,137.90032355485258,124.350232606417,132.5897440903188,-1.3068783920394225,Normal,False,False,10.37767228795196,synthetic,ground_truth,train
FEAT-0000017,BGW-02,CYC-1,2025-01-01T17:00:00Z,12.318349351230957,produce,41.33961405187011,78.54294265448522,0.1657665223260809,-18.035034177484853,1206.0384061797865,1278.4940492727922,0.311043779896925,1493969.4715517268,5.469137825837043,80,59.33602782580448,24.176402093953964,1.4860540612116377,38.80405912952363,14244.838467147418,2780.0192241479735,136213.37021983223,0.7105166001586484,0.18533461494319822,0.7195492136441972,-15.729871815383415,-0.13820451920665341,0.47312831875424094,-3.9747151571205457,157.12583333849977,153.7770125901177,178.40327672694568,139.2797260504212,189.43317728270233,13.129394279692386,36.19237152736155,58.52677757009425,5316.876087515962,195.11014700874375,57.9289520844036,False,224.23665172416094,3,1170,0.8595970929788279,-0.15385925538301226,0.04499379142074559,145.22317434137742,175.34582163079332,142.88521423936277,72.45564309300562,Normal,False,False,18.387986145360713,synthetic,ground_truth,train
FEAT-0000018,BGW-12,CYC-3,2025-01-01T18:00:00Z,4.076661608774366,produce,48.14146604859805,149.99494717843538,4.848465789992461,-2.7727161018653415,109.33657389270428,127.9415915458342,0.42349239841658876,135439.71956678288,6.431471693811279,144,43.966442408130135,16.76135775107966,1.622027687440946,30.192099828397108,15804.669419061554,2750.267810086273,117761.31172465265,0.8430552126767648,0.18335118733908487,1.239062302522706,4.821591333479281,-9.705243364903762,-3.200667692982821,-1.8749736026291755,219.70704688449618,208.1903892262947,219.19149679007424,252.11717046793368,221.5057580496336,4.285455395025032,61.466844433436094,65.67694689116121,4727.562487509449,173.29856449556013,483.15589373712555,False,258.09505163957505,2,3365,0.9370633522689336,0.11760316819567572,0.03551911412945841,233.16968033562114,227.20860194460778,242.1436357898092,18.60501765312992,Normal,False,False,8.651916444426767,synthetic,ground_truth,train
FEAT-0000019,BGW-06,CYC-1,2025-01-01T19:00:00Z,20.44295329319277,produce,43.541595796279495,138.48811479365125,-4.650866568727551,-10.06293979930924,152.13076522746562,158.2420920044339,0.5686083163385829,188450.64781440818,5.581817801196566,80,43.095494189324846,17.132675423980416,0.7801041772568822,28.047185682117505,15772.896942632604,2987.541874868992,127834.88368748162,0.6450181801108712,0.19916945832459948,0.948394960722742,-4.348792744802444,2.888491868900514,-0.29339715140746864,-2.3864761705967954,218.74722715288317,216.62493948796052,171.99704435166583,209.84761865259603,273.67623018530935,6.015730549126939,11.36121037747735,36.75056722250888,3073.2509338142663,195.56561790858638,333.01429850326184,False,287.93004533577846,3,1185,0.9663561003636668,-0.10156033619755123,0.007850523660453634,217.07677024078208,220.99744886207688,165.9698173528565,6.111326776968298,Normal,False,False,13.417339036763014,synthetic,ground_truth,train
FEAT-0000020,BGW-02,CYC-1,2025-01-01T20:00:00Z,9.37634301984789,produce,50.71348470011121,181.32181975096256,5.251852328873202,8.270346394163942,48.420886651161396,50.69580569611089,0.659477627794522,59980.94759804688,4.9405279110978375,144,94.78936898397433,16.858548465403963,1.7796031073261398,19.168908698063337,12424.153564926091,3087.2188373340755,125752.97892918812,0.7055198165602345,0.20581458915560502,1.3661378273100266,6.507063210304852,6.416861736026906,-5.353954885056745,0.6060157917129314,200.31150165378182,206.56378883459124,197.00989161777366,167.46295161563174,227.62864045832097,5.574005876427589,40.95291403979546,71.17434954253012,4032.6158602775104,187.66672442598534,29.021062278994716,False,51.09329278194482,3,1317,0.9489196436319716,0.05733906539867916,0.04153594782697726,202.88975081298366,186.83648003308815,173.2755790368896,2.274919044949492,Normal,False,False,1.8306438169720107,synthetic,ground_truth,train
FEAT-0000021,BGW-21,CYC-2,2025-01-01T21:00:00Z,17.98252086734571,inject,48.88876626493011,139.49082473256556,-13.659205741161184,0.25671152295194627,147.70609359018795,140.9556247552449,0.2952109723702242,182969.62472769557,5.719692771647912,80,96.38040860495012,13.007042681464124,0.4111127389164325,28.571149152090037,12545.46018579815,2636.2888604827763,98677.89850772747,0.6766017521454086,0.17575259069885174,1.3604667945583904,8.854313895644893,-0.23665196068984157,-4.752750117264635,-2.11317142051766,101.93475404716399,104.86041227180992,81.17018535685062,87.27127452465075,93.6679061065638,12.473670591896983,41.842671719708065,85.39730244732958,5545.29649581139,225.61388525714216,312.3644757695877,False,212.51260891331665,3,415,0.9850637857926022,-0.16236496356281752,0.025185312362719064,91.42832251778528,103.70794181028803,130.38537297194884,-6.750468834943035,Normal,False,False,18.077498811083665,synthetic,ground_truth,train
FEAT-0000022,BGW-01,CYC-2,2025-01-01T22:00:00Z,18.149199417543073,produce,56.511931065471806,132.40528473949712,0.010663668989736315,5.146674112905999,182.53179340521103,178.2194935130933,0.35582782419741776,226109.65416827766,4.934403498611976,120,68.93743289773553,11.721809251301318,1.4215404365770987,25.693065819894095,14195.439976097907,2623.9423995874204,101509.0285220227,0.639007273333788,0.17492949330582802,1.4583002000415104,-12.910859486645903,1.26616824125126,-3.269628539105997,2.038773491426383,213.94825248825185,214.7514463991428,224.1160742478266,186.5717113457708,181.49649025586587,14.79122519724677,12.568561100242121,34.29825919220579,2963.976303698725,213.9004865967368,491.49675706698724,False,42.943696313442004,2,3218,0.9701111222007378,-0.06678909529441152,0.00046851887345598643,223.84771846026663,222.67865907547798,175.90163842458847,-4.312299892117721,Normal,False,False,3.360281131549596,synthetic,ground_truth,train
FEAT-0000023,BGW-12,CYC-1,2025-01-01T23:00:00Z,21.856791172277244,produce,50.43883037010943,202.1882449197776,1.5304539510763835,18.481192171242853,29.87357777678884,19.971606268817393,0.1,37005.631807297126,7.500442344018195,120,90.89708460035592,19.296083147287046,1.186462922102016,25.47881065621192,15736.68643377396,3212.352083296381,106348.56392244135,0.8907498534756465,0.21415680555309205,1.198449709568561,5.522330220574277,-7.124504944796105,-0.20147890874313615,-0.0848070185472945,195.85793466003335,190.95563218515287,194.78087098435773,220.19550387208952,155.8940572376532,0.7118572079550383,28.793118659068544,17.256499530094874,4379.407449199563,203.2548557902741,4.180736874970927,True,181.09811255610842,2,3054,0.8875294170004484,-0.036134575627719344,0.02349848450050353,214.88431943750103,187.05636952829252,195.57345398821025,-9.901971507971446,Normal,False,False,5.993339711313506,synthetic,ground_truth,train
FEAT-0000024,BGW-22,CYC-3,2025-01-02T00:00:00Z,22.612003099000795,produce,46.083148218393376,76.82886010738997,-4.941532610409803,2.973633916887044,1293.0075305707628,1171.0504616890528,0.1,1601701.7097142467,6.776294657051102,80,88.00557231331487,13.342223291141014,1.4507391771994365,48.55029588768926,15069.788079624046,3538.731314066341,101473.7546993644,0.7302507953120212,0.23591542093775605,0.992390225306602,2.1699481066681408,6.148248432103031,2.3106070305096553,-2.0572492232250847,250.28683414108514,243.4355767160692,247.39906150582806,190.16623878528677,243.14921294866429,10.308449746179589,31.340961006081983,4.0059074363414435,4200.906388834579,215.39565791103198,556.8060739961078,False,170.06261856601967,1,3346,0.9810081003809106,-0.03731986035289633,0.027697080245741718,269.60651588285776,219.72471902979441,271.86312709413755,-121.95706888171003,Normal,True,False,13.682029890934235,synthetic,ground_truth,train
FEAT-0000025,BGW-12,CYC-2,2025-01-02T01:00:00Z,15.919120597644643,produce,32.02591800113253,129.67193348006182,-6.54941916453182,16.442755431501435,198.4587690976747,177.32124549285493,0.27835117496258355,245839.0552692406,5.506150018914163,80,74.76118584911406,19.109017023422496,0.9369270989841647,29.130734689556725,11226.666950835997,2722.3082695958637,136995.16375506012,0.6065421706008443,0.18148721797305759,1.0609128613908734,10.350426359124299,9.00142330554077,2.644368441069944,-3.2357679601929297,214.4630392106392,198.97106288541906,195.33188180311498,226.08708753785925,219.12540510122727,9.762076857478228,74.77849277359316,38.18428148182594,4277.781939624066,240.18453678234877,239.98595602335106,False,320.8618380398612,4,1137,0.8797018887159427,-0.005127243237549789,0.02853975951658402,200.32913497991115,209.03621544079942,210.2045790386758,-21.137523604819762,Normal,False,False,11.470870254320381,synthetic,ground_truth,val
FEAT-0000026,BGW-17,CYC-3,2025-01-02T02:00:00Z,10.598766480498687,produce,58.843234657996476,147.97115873092775,0.6334791101445854,-19.648806084061256,115.72499537272591,103.08855314954941,0.3021370636145537,143353.32050490638,7.781763919744284,120,85.04818208323522,15.407226446398557,1.495461173094602,36.97284627798578,16184.182421584374,3101.316111541011,120767.06087177635,0.8032611575580499,0.2067544074360674,0.8588185965221418,6.876589427591454,-5.664701081333018,-0.2814110694669306,-1.5893211455074945,122.47971648108009,119.44398545323364,129.48106355614308,117.90483587773227,134.6666145136145,10.60532238276259,75.41935818508715,78.8321989837262,4674.576383274512,158.0450262410185,603.4530943748024,False,111.45360018465796,2,566,0.8464287029467341,0.053505531580235334,0.04940021506638822,123.38013117387787,147.14657397077144,99.40562698500234,-12.636442223176502,Normal,False,False,15.695524128699624,synthetic,ground_truth,test
FEAT-0000027,BGW-10,CYC-2,2025-01-02T03:00:00Z,25.286075950207284,produce,55.17536177195729,128.01844021920357,-0.1784916367137917,-21.89507992719396,208.8761735049184,200.8992111653774,0.4036275032035201,258743.52338359263,5.555793837817465,120,95.83248306022952,15.564794319908362,1.5380666093949462,29.677615092916767,11842.169336560613,2922.428300195893,94295.04135004952,0.7574635915853909,0.19482855334639287,1.1594194641787001,-8.36192420098188,-1.7811661301124704,0.9283099227067365,1.0822273523663537,211.2313444508136,217.75026454614985,190.75320788463313,228.7381451345545,225.22474859867464,11.870421830891711,60.563462065305885,64.72944517250733,4040.771987389916,190.8964589137234,117.9291426183126,False,294.8740691895602,1,3063,0.9247764846103839,0.12887162390812376,0.012793525710610838,234.26665539776909,199.81162761202313,192.35417431172527,-7.976962339540989,Fluid_Pound,False,False,19.93699598810406,synthetic,ground_truth,test
