# Dataset: Baghewala Digital Twin - NSGA-II Optimization Scenarios
# Version: 1.3.0
# Generated: 2026-08-27T13:55:00Z
# Description: 300 pre-computed optimization strategies (100 scenarios × 3 strategies)
# Schema: WellState Canonical v1.0 (Optimization Domain)
# Optimizer: NSGA-II Multi-Objective (pymoo)
# Objectives: maximize{Production, -SOR, -Energy, -Risk, NetValue}
# Constraints: 7-rule Safety Interlock Matrix
# Field: Baghewala, Jaisalmer, Rajasthan
# Random Seed: 42
scenario_id,well_id,cycle_id,cycle_day,strategy_name,strategy_label,recommended,proposed_spm,proposed_vfd_pct,proposed_stroke_len_in,proposed_downstroke_speed_factor,predicted_production_bopd,predicted_energy_kwh_day,predicted_rod_risk_pct,predicted_sor,predicted_cost_inr_day,predicted_net_value_inr_day,pareto_rank,interlock_safe,model_confidence_pct,source
OPT-0003,BGW-20,CYC-3,24.8298800140438,Strategy_B,Strategy_B optimized,False,4.113487457676522,64.61234660247487,120,0.5479986576552642,221.86503925285717,216.32576770468395,20.689461866529506,3.1837163957035255,2163.2576770468395,1107161.938587239,3,True,80.51317717597804,synthetic
OPT-0003,BGW-02,CYC-3,29.827894527458014,Strategy_C,Strategy_C optimized,False,5.585769468004828,61.333369387093775,144,0.7536318432381703,241.01820557753192,378.4519870061921,13.412690250716908,3.1009066825218223,3784.519870061921,1201306.5080175977,1,True,70.81429791193804,synthetic
OPT-0004,BGW-14,CYC-3,9.922622853433344,Strategy_A,Strategy_A optimized,True,5.370265131648585,78.8665871661988,144,0.8670067801539546,277.0088997960675,319.275945889807,18.65494919381682,3.0103609953849273,3192.75945889807,1381851.7395214394,3,True,79.87561694339242,synthetic
OPT-0004,BGW-04,CYC-2,10.599395405776065,Strategy_B,Strategy_B optimized,False,4.572850979282725,86.71354450970071,80,0.9848579151333314,201.76484631984204,229.5335871428786,18.497681249453215,2.501329881563704,2295.335871428786,1006528.8957277813,2,True,92.05971134576903,synthetic
OPT-0004,BGW-16,CYC-1,29.42158926000969,Strategy_C,Strategy_C optimized,False,6.467378380054351,71.7090250993332,144,0.6632755547456161,207.41926120477018,233.4163537415535,16.327765048344272,4.2941901292804125,2334.163537415535,1034762.1424864354,2,True,73.8475131088965,synthetic
OPT-0005,BGW-02,CYC-1,19.241297216035022,Strategy_A,Strategy_A optimized,True,4.880732677857186,92.50299138760869,144,0.5861483538263295,166.60023472447796,383.353352123154,21.634311424525293,2.8123915742377976,3833.5335212315404,829167.6401011583,1,True,77.42196871874583,synthetic
OPT-0005,BGW-21,CYC-1,20.472596068481124,Strategy_B,Strategy_B optimized,False,4.782814472646566,61.02028975935665,144,0.6661360431371194,276.989656786554,264.3709986048478,8.870321867459491,4.0451346022814825,2643.7099860484777,1382304.5739467216,3,True,81.78607470118683,synthetic
OPT-0005,BGW-10,CYC-2,25.307388842711124,Strategy_C,Strategy_C optimized,False,7.380965357292959,91.98807355364205,80,0.9423199996904723,233.38531149726458,287.7836490780099,8.51090691308379,4.390849416667619,2877.8364907800988,1164048.7209955428,1,True,73.98487083802412,synthetic
OPT-0006,BGW-15,CYC-1,29.69691426794514,Strategy_A,Strategy_A optimized,True,7.506157448920799,78.76833997462028,80,0.6698408421790641,261.3051123244767,343.61780678981023,5.5009325876255915,3.1688177502571904,3436.178067898102,1303089.3835544852,1,True,70.30052805603692,synthetic
OPT-0006,BGW-22,CYC-3,26.793135787608946,Strategy_B,Strategy_B optimized,False,5.918397207847891,83.58818241183072,120,0.5839641962376148,217.6395639076086,365.8426711714677,25.144700687939046,2.774060394581609,3658.4267117146774,1084539.3928263283,3,False,90.86350180477243,synthetic
OPT-0006,BGW-06,CYC-3,21.5005365354183,Strategy_C,Strategy_C optimized,False,4.33572775331844,99.3905850654094,120,0.8557862101052774,145.20045693852936,284.36816954004826,5.938994389364952,2.7916374171460094,2843.6816954004826,723158.6029972463,3,True,81.65653385411912,synthetic
OPT-0007,BGW-08,CYC-3,5.6684149116274405,Strategy_A,Strategy_A optimized,True,6.019223189296424,74.46374853336523,144,0.7408949365382687,235.9692753316087,216.71738174835656,20.793265487622644,4.410696148304003,2167.1738174835655,1177679.20284056,2,True,72.77898801596875,synthetic
OPT-0007,BGW-19,CYC-3,18.646024126399166,Strategy_B,Strategy_B optimized,False,5.656756082809288,80.11008552508763,80,0.5344457722944356,230.70123295337234,324.29374711874203,29.587108272502654,4.674380244028759,3242.93747118742,1150263.2272956742,2,True,87.86330214295457,synthetic
OPT-0007,BGW-22,CYC-2,14.261059393063846,Strategy_C,Strategy_C optimized,False,7.107153184216229,83.42466926949312,144,0.896138201469868,271.17684985812673,345.2427203022128,16.805187018495268,4.136668868904507,3452.4272030221277,1352431.8220876115,1,True,90.02266689996411,synthetic
OPT-0008,BGW-05,CYC-2,8.19003857970458,Strategy_A,Strategy_A optimized,True,4.665400700464296,66.92194102066156,144,0.8707252617646564,205.17133238190056,261.0962587145454,26.828527134857552,2.9780476373778337,2610.962587145454,1023245.6993223573,2,True,83.36352339140552,synthetic
OPT-0008,BGW-07,CYC-2,24.93214199363557,Strategy_B,Strategy_B optimized,False,4.419521613493105,85.58826613573257,80,0.6006828830605213,248.6334378598822,290.0233527657688,13.334945463273419,2.582082417460866,2900.233527657688,1240266.9557717536,3,True,93.35941701074492,synthetic
OPT-0008,BGW-01,CYC-1,25.441687521298448,Strategy_C,Strategy_C optimized,False,5.021882238879309,64.0128886239742,120,0.6827193009033419,178.58707433217143,315.31024854752945,6.323423369481629,4.394931535995238,3153.1024854752945,889782.2691753819,3,True,92.36685905418744,synthetic
OPT-0009,BGW-13,CYC-3,19.536058854209124,Strategy_A,Strategy_A optimized,True,4.65159765105256,66.3572565608481,80,0.8665243527816442,220.16638864613077,282.08203954320936,9.103077799540051,2.8805582702589057,2820.8203954320934,1098011.1228352217,3,True,94.95312423533949,synthetic
OPT-0009,BGW-07,CYC-2,3.6589673624041446,Strategy_B,Strategy_B optimized,False,7.371001709118287,89.6496784119165,120,0.8319547072711085,239.47071271180414,321.51250009205995,13.631279158503908,3.0920320979478353,3215.1250009205996,1194138.4385581,2,True,80.91647555111678,synthetic
OPT-0009,BGW-01,CYC-1,26.876908912283113,Strategy_C,Strategy_C optimized,False,5.1359573969554955,62.89505626334664,120,0.526519589915658,239.5905061565427,245.18831696749714,7.760553162055306,4.855736659729993,2451.883169674971,1195500.6476130385,3,True,97.82994764230108,synthetic
OPT-0010,BGW-05,CYC-1,13.293468797913683,Strategy_A,Strategy_A optimized,True,6.711447336786904,64.31749201400642,120,0.5797451931119648,267.1721811255605,270.6943382659738,6.619992729925225,2.580382288681996,2706.943382659738,1333153.9622451428,2,True,92.8225928936993,synthetic
OPT-0010,BGW-17,CYC-3,20.60109150959189,Strategy_B,Strategy_B optimized,False,4.483067893015563,91.99645594673102,144,0.9593762823242381,227.72656269472964,287.9824166689011,3.577634328753543,3.6685458066086305,2879.8241666890112,1135752.989306959,3,False,70.12612080676625,synthetic
OPT-0010,BGW-09,CYC-3,15.090577572529797,Strategy_C,Strategy_C optimized,False,7.307530987259733,86.65839410543288,144,0.9398385748549509,281.0466590280302,273.59199244434564,7.32810217426546,3.4853312426631735,2735.9199244434562,1402497.3752157076,1,True,90.11996286679567,synthetic
OPT-0011,BGW-11,CYC-3,27.234803792155216,Strategy_A,Strategy_A optimized,True,5.818354553618194,73.56307180079465,120,0.7049259244583359,345.2202404801302,316.9809568458262,9.136945948849847,2.7426629718373015,3169.809568458262,1722931.3928321928,2,True,84.49323556226578,synthetic
OPT-0011,BGW-03,CYC-1,2.601181809512718,Strategy_B,Strategy_B optimized,False,7.421864625166368,90.88228540524062,120,0.7351217801715598,164.6797146425066,325.73806156491725,24.436253223252105,4.5409132509672805,3257.3806156491723,820141.1925968839,1,True,95.00641377748109,synthetic
OPT-0011,BGW-16,CYC-2,21.312472004111672,Strategy_C,Strategy_C optimized,False,5.124134590462214,74.42850469184393,144,0.663651001290382,231.4636583086044,307.0954267555218,2.7930841806463222,4.010213858518737,3070.9542675552184,1154247.3372754669,3,True,89.36521922315768,synthetic
OPT-0012,BGW-20,CYC-3,24.840747919724652,Strategy_A,Strategy_A optimized,True,6.181813229619129,87.2460213850706,144,0.5877274519966706,219.11985538727438,322.33221325538426,27.850611423825185,3.888520163627862,3223.3221325538425,1092375.954803818,1,True,76.1026177878897,synthetic
OPT-0012,BGW-13,CYC-1,11.433757689675925,Strategy_B,Strategy_B optimized,False,6.52916555841346,80.50914123021975,120,0.5278353688829525,190.53203852692963,256.8918240790827,3.956755460001693,4.901359511671695,2568.918240790827,950091.2743938573,1,True,81.96075225601844,synthetic
OPT-0012,BGW-19,CYC-3,25.48640127396662,Strategy_C,Strategy_C optimized,False,5.974481516319818,68.03823524716408,80,0.9010173741881085,191.70299011742804,221.56849798860287,12.677406861148668,2.8531149661964093,2215.6849798860285,956299.2656072541,2,True,88.44510063355827,synthetic
OPT-0013,BGW-21,CYC-3,1.1290064425810278,Strategy_A,Strategy_A optimized,True,5.033507075355747,81.00128294072658,144,0.8427041269840844,280.2269516764188,378.7931744333801,20.038893981846392,3.333297899972179,3787.931744333801,1397346.8266377603,2,True,80.42148795513955,synthetic
OPT-0013,BGW-02,CYC-3,1.7114203495601343,Strategy_B,Strategy_B optimized,False,7.114722173438171,70.25762407941882,120,0.991004396656519,274.74188178456313,277.4599570673642,0.828677806518594,3.6548365134998977,2774.599570673642,1370934.809352142,2,True,82.76925135329203,synthetic
OPT-0013,BGW-07,CYC-3,23.184370855486474,Strategy_C,Strategy_C optimized,False,4.318879176905914,85.64061929631785,80,0.5182878883740687,241.32651098184343,353.4557758173103,27.60726716009147,4.014452396153271,3534.557758173103,1203097.997151044,2,True,80.94504212126196,synthetic
OPT-0014,BGW-15,CYC-1,24.58835007790005,Strategy_A,Strategy_A optimized,True,4.575625703748708,64.06415187871119,80,0.5571759653579493,263.95796624772873,314.1303561717771,29.003266751789127,4.347666231496138,3141.303561717771,1316648.527676926,1,True,72.46338051565273,synthetic
OPT-0014,BGW-16,CYC-2,23.16177230895942,Strategy_B,Strategy_B optimized,False,4.320132240108289,65.08935375671328,144,0.8480925303583398,221.8424478488762,239.0762324750246,11.127916898395355,3.140467711464843,2390.762324750246,1106821.4769196308,2,True,74.21290442285726,synthetic
OPT-0014,BGW-09,CYC-2,14.181438631828872,Strategy_C,Strategy_C optimized,False,5.1956894125718005,68.81866816013675,144,0.9014100692462566,235.03721889807443,211.4932482088049,15.659438359716793,2.6163845607316514,2114.9324820880493,1173071.1620082841,2,True,74.52188389034623,synthetic
OPT-0015,BGW-11,CYC-1,19.854737161963573,Strategy_A,Strategy_A optimized,True,7.894939303239522,85.552425937918,120,0.7886922988178318,239.97081571791972,227.92331082220966,26.6123732636087,2.641244628527577,2279.2331082220967,1197574.8454813766,1,True,85.70327538937254,synthetic
OPT-0015,BGW-06,CYC-3,20.253648471703116,Strategy_B,Strategy_B optimized,False,4.504314243326278,68.4893077407196,120,0.7326912952604516,290.1601186334872,312.8020803479839,4.409584728971723,4.075655972427027,3128.0208034798393,1447672.572363956,3,True,97.56676965917688,synthetic
OPT-0015,BGW-18,CYC-1,23.6022396651058,Strategy_C,Strategy_C optimized,False,7.9334464574801435,93.6260809335416,144,0.6704893999873196,233.2629635821655,198.56570101854896,21.319396831909557,3.493078951733091,1985.6570101854895,1164329.160900642,1,True,77.22433451382432,synthetic
OPT-0016,BGW-08,CYC-2,24.686457202572996,Strategy_A,Strategy_A optimized,True,4.2160264702677495,76.09247321109858,144,0.8557776919401288,252.64561939219755,208.48578105954044,24.719737439857365,2.922606261606326,2084.8578105954043,1261143.2391503924,3,True,77.23601903512215,synthetic
OPT-0016,BGW-20,CYC-2,29.889293357068556,Strategy_B,Strategy_B optimized,False,7.494268871158903,61.269940286700894,80,0.8518464790543343,250.53073515753312,272.8486106858577,25.288418336622808,4.091682530622485,2728.486106858577,1249925.189680807,2,True,77.9746498779111,synthetic
OPT-0016,BGW-03,CYC-2,26.14025867705096,Strategy_C,Strategy_C optimized,False,6.843743656810646,98.74667552154774,80,0.6654672841797336,238.6738932916133,263.64727531993213,10.40234955011059,4.131463473593599,2636.4727531993212,1190732.9937048673,1,True,73.88278062125909,synthetic
OPT-0017,BGW-01,CYC-3,7.8534221943302756,Strategy_A,Strategy_A optimized,True,5.908764890754352,99.8949636390118,120,0.9987539170386135,206.72298570046652,339.0433707940284,6.854852679132852,4.406993185793897,3390.433707940284,1030224.4947943924,2,True,80.55414507754772,synthetic
OPT-0017,BGW-13,CYC-3,2.9511403085575596,Strategy_B,Strategy_B optimized,False,7.420738412172372,66.02475350890424,80,0.8943719517982474,250.92482095437907,245.67609847971545,21.49021216337018,3.520474994226162,2456.7609847971544,1252167.343787098,2,True,95.38295655354389,synthetic
OPT-0017,BGW-23,CYC-3,19.181487389760445,Strategy_C,Strategy_C optimized,False,5.222951608648883,90.15841643717309,120,0.7061692987054867,268.5325719878694,327.1745999030908,19.83017530464355,3.019004887226592,3271.745999030908,1339391.113940316,3,True,77.78024956649215,synthetic
OPT-0018,BGW-04,CYC-3,22.045663133647544,Strategy_A,Strategy_A optimized,True,5.812818247868444,95.11609245766623,144,0.6710648161367763,171.69338884315846,320.8921531978747,5.1245804849399414,3.633266727668074,3208.9215319787468,855258.0226838136,2,True,98.60464532552012,synthetic
OPT-0018,BGW-23,CYC-2,20.554505107480928,Strategy_B,Strategy_B optimized,False,5.225523760564281,65.45653684068081,144,0.5766519024156924,305.89330601082924,244.86322360291973,8.175772293153496,2.6294531625252064,2448.6322360291974,1527017.897818117,3,True,72.32259612229075,synthetic
OPT-0018,BGW-17,CYC-3,22.113097532837667,Strategy_C,Strategy_C optimized,False,7.965944000187795,87.03395905453105,120,0.9782037145789186,224.7047291426432,243.8444104243024,12.03409681165635,3.4365660389898034,2438.444104243024,1121085.2016089729,2,True,94.23429649588284,synthetic
OPT-0019,BGW-03,CYC-1,16.41378687374149,Strategy_A,Strategy_A optimized,True,6.289067248179723,96.22461739919851,80,0.6322040096538797,265.0865070860437,265.3414025199087,29.836035141823206,3.085688469166371,2653.4140251990866,1322779.1214050194,2,True,96.66837397725939,synthetic
OPT-0019,BGW-22,CYC-3,19.336431174917998,Strategy_B,Strategy_B optimized,False,7.130942739694072,60.386885112477614,144,0.9818676232053933,253.32725292897956,192.5183876923379,21.081351399967534,4.042463306460881,1925.183876923379,1264711.0807679745,2,True,81.1087518510934,synthetic
OPT-0019,BGW-04,CYC-2,12.46691898159926,Strategy_C,Strategy_C optimized,False,5.226877656802301,90.6114638235714,80,0.9717202748058169,251.47724531801583,330.3216172394281,1.895622360544964,4.086312680859075,3303.2161723942813,1254083.010417685,1,True,87.29814972534575,synthetic
OPT-0020,BGW-14,CYC-2,22.98177515744281,Strategy_A,Strategy_A optimized,True,4.208127009228156,73.33443057981069,144,0.9694378646026504,268.68643698554206,326.28986088601414,5.442524601109353,3.5878803812892768,3262.8986088601414,1340169.2863188502,2,True,98.57741150125601,synthetic
OPT-0020,BGW-13,CYC-2,9.332721730264355,Strategy_B,Strategy_B optimized,False,7.553950486333372,78.09932627891745,80,0.7483360284903886,285.7418389552617,263.8676234165759,24.659046917557124,2.9070018012137306,2638.676234165759,1426070.5185421428,1,True,89.71517413386069,synthetic
OPT-0020,BGW-09,CYC-1,24.245656052207607,Strategy_C,Strategy_C optimized,False,5.484671169865438,98.43231745132735,144,0.5360783713001119,347.6362854612101,264.82343527564313,13.988299292594995,4.556590176136901,2648.2343527564312,1735533.192953294,1,True,95.80430237151754,synthetic
OPT-0021,BGW-05,CYC-1,26.475753822479923,Strategy_A,Strategy_A optimized,True,6.2211621447880425,87.2154083530936,120,0.6110391302588749,246.75113786102202,281.8617728314394,24.519446908827675,3.6187844610972535,2818.617728314394,1230937.0715767958,3,True,76.1838887377675,synthetic
OPT-0021,BGW-08,CYC-1,18.400352884304482,Strategy_B,Strategy_B optimized,False,5.913529288057471,90.44318036739084,80,0.591428748806698,232.20958965384602,266.4817732591671,19.717641791768344,3.532674598886575,2664.817732591671,1158383.1305366384,1,True,72.25286575284031,synthetic
OPT-0021,BGW-06,CYC-2,11.58026533169784,Strategy_C,Strategy_C optimized,False,5.129268702730888,98.69870181487627,80,0.8463393205873317,267.07099146779154,318.1677909818376,15.75442025306772,3.1025319724812355,3181.677909818376,1332173.2794291393,1,True,90.23120819743511,synthetic
OPT-0022,BGW-17,CYC-1,17.663551583202512,Strategy_A,Strategy_A optimized,True,4.676820214268489,83.98686218186481,144,0.652724275202005,190.35523650904557,371.4655991637963,19.84542716037393,2.964898930489847,3714.655991637963,948061.5265535899,3,True,98.64868195137443,synthetic
OPT-0022,BGW-06,CYC-2,8.070470629922582,Strategy_B,Strategy_B optimized,False,7.464496314171367,89.70791250463412,80,0.8720720063629936,255.7344962290066,246.4051656427983,14.879237366584844,2.733625592721934,2464.051656427983,1276208.429488605,1,True,85.83759409305252,synthetic
OPT-0022,BGW-20,CYC-1,20.163638900452916,Strategy_C,Strategy_C optimized,False,7.76144902396328,97.74842695465364,120,0.8603330931559664,223.32592370960174,267.23985946853946,11.659932355893321,3.1524316546079802,2672.3985946853945,1113957.2199533232,2,True,82.48925943395476,synthetic
OPT-0023,BGW-17,CYC-1,23.578323627389725,Strategy_A,Strategy_A optimized,True,7.57340929969873,95.07744230135752,144,0.500602953511158,179.70952865488647,303.55706568285484,23.45289732443409,3.4228548162618897,3035.5706568285486,895512.0726176038,2,True,72.53231991381939,synthetic
OPT-0023,BGW-06,CYC-2,2.68602396345516,Strategy_B,Strategy_B optimized,False,6.077401088161989,69.14448615610368,80,0.5998891763971226,299.80819007666685,288.6071899314276,5.460787359188309,2.7146915672936798,2886.0718993142764,1496154.87848402,1,True,81.1548741312859,synthetic
OPT-0023,BGW-06,CYC-3,10.324934029767501,Strategy_C,Strategy_C optimized,False,6.552024663502543,98.66827460210449,120,0.5773605107679841,216.59620716318142,199.0509177210658,2.269008965139594,4.425273448538054,1990.509177210658,1080990.5266386964,1,True,93.84925292741104,synthetic
OPT-0024,BGW-23,CYC-3,16.510426070805465,Strategy_A,Strategy_A optimized,True,4.558820918654713,63.605707923254535,144,0.7452203711516081,232.8504556011267,318.21894279674655,27.14799544834508,3.984404418668453,3182.1894279674652,1161070.088577666,2,True,70.76379610409722,synthetic
OPT-0024,BGW-22,CYC-1,8.953579437976146,Strategy_B,Strategy_B optimized,False,5.396325223400036,87.00640068080253,120,0.57810312940283,250.74547019791413,290.277277596198,22.07941697305974,3.559640868152222,2902.77277596198,1250824.5782136086,1,True,74.31330369694429,synthetic
OPT-0024,BGW-07,CYC-2,2.987382636932353,Strategy_C,Strategy_C optimized,False,4.006054620281473,75.2053446594772,120,0.9548570879259681,283.2430811495451,292.8557651612133,18.536261501164404,3.845290793653319,2928.5576516121328,1413286.8480961134,2,True,75.4173841153312,synthetic
OPT-0025,BGW-18,CYC-3,17.26178286688506,Strategy_A,Strategy_A optimized,True,6.143755892368807,85.09982597094627,80,0.8233914725956801,250.36352908146782,221.26697883634873,24.19533018558205,4.856193762008605,2212.6697883634874,1249604.9756189757,3,True,95.50543406320256,synthetic
OPT-0025,BGW-13,CYC-2,27.102523180207726,Strategy_B,Strategy_B optimized,False,5.723315739391147,80.71781514052384,120,0.5233425292314042,301.724958448121,362.30701044637453,14.671339164385312,4.253213336908894,3623.0701044637453,1505001.7221361413,2,True,73.91194264561216,synthetic
OPT-0025,BGW-05,CYC-3,21.984978272731414,Strategy_C,Strategy_C optimized,False,6.490905043182967,69.58996493514852,144,0.9206197136804244,278.68884542777187,325.2861541742708,18.1227428371286,4.010806244362424,3252.861541742708,1390191.3655971165,3,True,73.79258315229796,synthetic
OPT-0026,BGW-15,CYC-1,10.878281876540298,Strategy_A,Strategy_A optimized,True,5.162704311525601,61.99690576017556,120,0.6909478014738457,223.67933887218757,250.1905605089359,8.031684717464568,4.393666408979115,2501.905605089359,1115894.7887558485,1,False,86.25642362253507,synthetic
OPT-0026,BGW-05,CYC-2,25.174512901350507,Strategy_B,Strategy_B optimized,False,5.540420348288289,99.11159290903076,80,0.6192334015857628,262.00745075353916,395.0557459501752,25.76943568595522,2.5499010681025522,3950.557459501752,1306086.696308194,3,True,70.95337584458001,synthetic
OPT-0026,BGW-10,CYC-2,22.761146793849107,Strategy_C,Strategy_C optimized,False,6.6862074453349445,65.05385335776835,144,0.9359246076881058,235.05771202738833,279.02761698603723,22.783554893147606,3.8241117153279296,2790.276169860372,1172498.2839670815,2,True,75.78381433242261,synthetic
OPT-0027,BGW-17,CYC-3,8.783457962684295,Strategy_A,Strategy_A optimized,True,4.64555263635463,71.47530445224153,120,0.524732797477689,241.30304421963274,399.66632129714833,20.60251657613767,2.9752767605847112,3996.6632129714835,1202518.557885192,3,True,74.8165005315376,synthetic
OPT-0027,BGW-07,CYC-1,29.95253826840752,Strategy_B,Strategy_B optimized,False,6.450911817586283,71.29383555884513,120,0.512416424359797,229.20062724198985,297.89700427503954,24.153188388616613,3.9417628705868397,2978.9700427503954,1143024.1661671987,3,True,82.85009883831793,synthetic
OPT-0027,BGW-16,CYC-3,18.073469217583998,Strategy_C,Strategy_C optimized,False,7.625195813311706,73.00057929928109,120,0.9802571422855573,262.7447033535015,336.56031942334613,14.7390695217649,4.344187987381762,3365.603194233461,1310357.913573274,2,True,72.83379765473659,synthetic
OPT-0028,BGW-14,CYC-2,1.4959232567475147,Strategy_A,Strategy_A optimized,True,6.388297840318387,79.66454213806622,120,0.578925953993099,130.8097834581173,279.29162857764516,20.474273377299426,3.508585605537526,2792.9162857764513,651256.0010048101,2,True,82.89162932932003,synthetic
OPT-0028,BGW-21,CYC-3,22.96781642467754,Strategy_B,Strategy_B optimized,False,4.553452099962842,90.73278137911055,144,0.7208777947945275,287.60846016136,291.99208401864354,25.194849508347907,3.013905021348438,2919.9208401864353,1435122.3799666134,2,True,78.26734055677368,synthetic
OPT-0028,BGW-21,CYC-1,19.276465482074368,Strategy_C,Strategy_C optimized,False,4.072348807561782,62.32668793150773,120,0.6228867094835095,226.4528713876641,242.34813615411232,3.107208553046693,2.6373147663256504,2423.481361541123,1129840.8755767792,1,True,88.35261156580273,synthetic
OPT-0029,BGW-05,CYC-1,20.595459623623825,Strategy_A,Strategy_A optimized,True,6.623586631552811,87.62954772625498,144,0.7680817533683328,268.65701862800086,258.66924128354333,23.33772232945733,2.9490784276891118,2586.692412835433,1340698.4007271687,1,True,87.1986665500167,synthetic
OPT-0029,BGW-17,CYC-3,25.27026357774182,Strategy_B,Strategy_B optimized,False,7.4969777826425315,95.15630957327569,80,0.8646217880463074,246.042220366073,366.37822738539097,24.721722383357577,3.147687301986398,3663.78227385391,1226547.319556511,2,True,74.46568084174042,synthetic
OPT-0029,BGW-10,CYC-2,5.867418391221322,Strategy_C,Strategy_C optimized,False,5.982711186614807,68.18598237802796,144,0.6142801244018072,237.76711728778443,322.5833309122668,23.213511203956497,3.968478330237091,3225.8333091226677,1185609.7531297996,1,False,73.0262560055862,synthetic
OPT-0030,BGW-09,CYC-3,27.356135249975257,Strategy_A,Strategy_A optimized,True,4.215947606718707,91.12147809805016,144,0.7947679855301107,214.02256741914104,313.88943263381765,1.3424226210314627,4.3329431434515495,3138.8943263381766,1066973.942769367,1,True,84.58530536675781,synthetic
OPT-0030,BGW-18,CYC-2,20.31936655361456,Strategy_B,Strategy_B optimized,False,7.811636800902804,75.62758363264959,144,0.8139009396098685,243.08324557368914,345.6914452501089,1.6514889156585533,4.205413268265462,3456.9144525010893,1211959.3134159446,2,True,79.38451431884478,synthetic
OPT-0030,BGW-16,CYC-3,12.201775686345558,Strategy_C,Strategy_C optimized,False,5.7042865190872885,60.86059386494622,120,0.9417852268669615,256.1038416009411,279.92477228506806,3.7060146556362064,3.3126957875478924,2799.2477228506805,1277719.960281855,3,True,91.54050056528529,synthetic
OPT-0031,BGW-09,CYC-1,9.958920987885893,Strategy_A,Strategy_A optimized,True,7.287183033436515,85.8542279293421,120,0.6690045433547194,254.28474681187956,370.4752517652456,12.170433199656015,3.41188846801398,3704.752517652456,1267718.9815417454,2,False,73.13571334434765,synthetic
