# Dataset: Baghewala Digital Twin - Anomaly Detection Labels
# Version: 1.3.0
# Generated: 2026-08-27T13:55:00Z
# Description: 500 labeled windows (300 anomalies + 200 normal) for sensor health detection
# Schema: WellState Canonical v1.0 (Anomaly Domain)
# Anomaly Types: 6 sensor fault types + normal baseline
# Rule Categories: 15 physical plausibility + 6 cross-sensor consistency checks
# Field: Baghewala, Jaisalmer, Rajasthan
# Random Seed: 42
anomaly_id,well_id,ts_start,ts_end,duration_minutes,anomaly_type,affected_sensor,anomaly_score,is_anomaly,rule_triggered,description,label_source
ANM-00010,BGW-10,2025-01-11T00:00:00Z,2025-01-11T00:47:00Z,20.638711963683157,physical_impossibility,pressure_in,0.9168971978095583,True,Rule-1,Detected physical_impossibility on pressure_in,ground_truth
ANM-00011,BGW-23,2025-01-12T00:00:00Z,2025-01-12T00:13:00Z,52.259378091880166,none,rod_load,0.23157292267993093,False,,Normal window,ground_truth
ANM-00012,BGW-14,2025-01-13T00:00:00Z,2025-01-13T00:43:00Z,55.77161369926872,physical_impossibility,temp_1,0.6710896569260426,True,Rule-19,Detected physical_impossibility on temp_1,ground_truth
ANM-00013,BGW-15,2025-01-14T00:00:00Z,2025-01-14T00:54:00Z,47.17390964256209,none,rod_load,0.39591349939928455,False,,Normal window,ground_truth
ANM-00014,BGW-02,2025-01-15T00:00:00Z,2025-01-15T00:54:00Z,34.48352798929611,none,pressure_in,0.11568369680601162,False,,Normal window,ground_truth
ANM-00015,BGW-14,2025-01-16T00:00:00Z,2025-01-16T00:46:00Z,50.84753809669188,sensor_bias_drift,flow_rate,0.792274762899335,True,Rule-12,Detected sensor_bias_drift on flow_rate,ground_truth
ANM-00016,BGW-21,2025-01-17T00:00:00Z,2025-01-17T00:34:00Z,48.54739483936031,sensor_bias_drift,pressure_out,0.9909008365099921,True,Rule-1,Detected sensor_bias_drift on pressure_out,ground_truth
ANM-00017,BGW-19,2025-01-18T00:00:00Z,2025-01-18T00:32:00Z,39.97306786175272,sensor_stuck_at,rod_load,0.6948866386467697,True,Rule-5,Detected sensor_stuck_at on rod_load,ground_truth
ANM-00018,BGW-04,2025-01-19T00:00:00Z,2025-01-19T00:58:00Z,26.014347665251027,rate_of_change_violation,temp_1,0.9153677726928859,True,Rule-14,Detected rate_of_change_violation on temp_1,ground_truth
ANM-00019,BGW-04,2025-01-20T00:00:00Z,2025-01-20T00:50:00Z,25.544676551133232,none,rod_load,0.29888654006494886,False,,Normal window,ground_truth
ANM-00020,BGW-08,2025-01-21T00:00:00Z,2025-01-21T00:39:00Z,42.86000757347484,none,flow_rate,0.2522293458651148,False,,Normal window,ground_truth
ANM-00021,BGW-01,2025-01-22T00:00:00Z,2025-01-22T00:10:00Z,54.22413182091003,sensor_stuck_at,temp_1,0.9682534221747949,True,Rule-6,Detected sensor_stuck_at on temp_1,ground_truth
ANM-00022,BGW-01,2025-01-23T00:00:00Z,2025-01-23T00:39:00Z,18.637168259716,none,pressure_out,0.3049626225479568,False,,Normal window,ground_truth
ANM-00023,BGW-13,2025-01-24T00:00:00Z,2025-01-24T00:38:00Z,20.995083064310485,cross_sensor_mismatch,temp_1,0.7272406681431509,True,Rule-16,Detected cross_sensor_mismatch on temp_1,ground_truth
ANM-00024,BGW-11,2025-01-25T00:00:00Z,2025-01-25T00:48:00Z,51.90524071317147,sensor_bias_drift,flow_rate,0.9553063200473342,True,Rule-12,Detected sensor_bias_drift on flow_rate,ground_truth
ANM-00025,BGW-07,2025-01-26T00:00:00Z,2025-01-26T00:29:00Z,54.58332497958179,none,motor_current,0.1793506223681265,False,,Normal window,ground_truth
ANM-00026,BGW-21,2025-01-27T00:00:00Z,2025-01-27T00:45:00Z,55.98688494465171,sensor_bias_drift,flow_rate,0.7122866383943964,True,Rule-11,Detected sensor_bias_drift on flow_rate,ground_truth
ANM-00027,BGW-21,2025-01-28T00:00:00Z,2025-01-28T00:55:00Z,41.04493527551655,none,temp_2,0.153544860365334,False,,Normal window,ground_truth
ANM-00028,BGW-17,2025-01-29T00:00:00Z,2025-01-29T00:36:00Z,48.22608069686086,none,rod_load,0.23694410630479493,False,,Normal window,ground_truth
ANM-00029,BGW-08,2025-01-30T00:00:00Z,2025-01-30T00:06:00Z,39.634490096337025,cross_sensor_mismatch,motor_current,0.7878226335070136,True,Rule-10,Detected cross_sensor_mismatch on motor_current,ground_truth
ANM-00030,BGW-05,2025-01-31T00:00:00Z,2025-01-31T00:55:00Z,43.27595913199607,rate_of_change_violation,pressure_out,0.8413575763058356,True,Rule-18,Detected rate_of_change_violation on pressure_out,ground_truth
ANM-00031,BGW-11,2025-02-01T00:00:00Z,2025-02-01T00:27:00Z,42.68682806958921,none,temp_1,0.36093838154161184,False,,Normal window,ground_truth
ANM-00032,BGW-09,2025-02-02T00:00:00Z,2025-02-02T00:07:00Z,54.89417985513827,none,pressure_in,0.1759187028586227,False,,Normal window,ground_truth
ANM-00033,BGW-05,2025-02-03T00:00:00Z,2025-02-03T00:18:00Z,32.10193465048915,none,temp_1,0.3322122152481636,False,,Normal window,ground_truth
ANM-00034,BGW-07,2025-02-04T00:00:00Z,2025-02-04T00:20:00Z,46.58966586883224,none,temp_2,0.3001409846750715,False,,Normal window,ground_truth
ANM-00035,BGW-20,2025-02-05T00:00:00Z,2025-02-05T00:47:00Z,6.242632174846376,physical_impossibility,pressure_out,0.9041352358336897,True,Rule-7,Detected physical_impossibility on pressure_out,ground_truth
ANM-00036,BGW-14,2025-02-06T00:00:00Z,2025-02-06T00:41:00Z,6.934881620231827,cross_sensor_mismatch,temp_1,0.9510960398660342,True,Rule-10,Detected cross_sensor_mismatch on temp_1,ground_truth
ANM-00037,BGW-01,2025-02-07T00:00:00Z,2025-02-07T00:27:00Z,47.575134995615834,physical_impossibility,pressure_in,0.7303708202659543,True,Rule-6,Detected physical_impossibility on pressure_in,ground_truth
ANM-00038,BGW-03,2025-02-08T00:00:00Z,2025-02-08T00:58:00Z,35.369594287957334,cross_sensor_mismatch,temp_2,0.7938041366710826,True,Rule-14,Detected cross_sensor_mismatch on temp_2,ground_truth
ANM-00039,BGW-08,2025-02-09T00:00:00Z,2025-02-09T00:29:00Z,59.89079140554869,none,pressure_in,0.36104549025554666,False,,Normal window,ground_truth
ANM-00040,BGW-01,2025-02-10T00:00:00Z,2025-02-10T00:23:00Z,34.809794695221726,cross_sensor_mismatch,temp_2,0.8846998436798064,True,Rule-7,Detected cross_sensor_mismatch on temp_2,ground_truth
ANM-00041,BGW-12,2025-02-11T00:00:00Z,2025-02-11T00:42:00Z,25.274176727151584,sensor_dropout,motor_current,0.6593992563097993,True,Rule-1,Detected sensor_dropout on motor_current,ground_truth
ANM-00042,BGW-18,2025-02-12T00:00:00Z,2025-02-12T00:59:00Z,37.6278423402964,sensor_bias_drift,motor_current,0.8969765132357239,True,Rule-10,Detected sensor_bias_drift on motor_current,ground_truth
ANM-00043,BGW-19,2025-02-13T00:00:00Z,2025-02-13T00:15:00Z,56.32835234173599,none,flow_rate,0.1381689255917302,False,,Normal window,ground_truth
ANM-00044,BGW-16,2025-02-14T00:00:00Z,2025-02-14T00:53:00Z,18.846098863511166,sensor_dropout,rod_load,0.8859822820173068,True,Rule-18,Detected sensor_dropout on rod_load,ground_truth
ANM-00045,BGW-03,2025-02-15T00:00:00Z,2025-02-15T00:35:00Z,28.38175209396304,sensor_bias_drift,pressure_out,0.9920238172034526,True,Rule-7,Detected sensor_bias_drift on pressure_out,ground_truth
ANM-00046,BGW-22,2025-02-16T00:00:00Z,2025-02-16T00:16:00Z,58.56926135591972,physical_impossibility,motor_current,0.6035946275570898,True,Rule-9,Detected physical_impossibility on motor_current,ground_truth
ANM-00047,BGW-02,2025-02-17T00:00:00Z,2025-02-17T00:51:00Z,16.933896418981192,cross_sensor_mismatch,temp_1,0.7309696986617674,True,Rule-5,Detected cross_sensor_mismatch on temp_1,ground_truth
ANM-00048,BGW-16,2025-02-18T00:00:00Z,2025-02-18T00:56:00Z,18.323359972379777,sensor_stuck_at,temp_2,0.7665432333937208,True,Rule-20,Detected sensor_stuck_at on temp_2,ground_truth
ANM-00049,BGW-23,2025-02-19T00:00:00Z,2025-02-19T00:18:00Z,8.64976293938255,none,temp_1,0.203744036422496,False,,Normal window,ground_truth
ANM-00050,BGW-07,2025-02-20T00:00:00Z,2025-02-20T00:34:00Z,25.48698568331064,rate_of_change_violation,pressure_out,0.8373214684434608,True,Rule-17,Detected rate_of_change_violation on pressure_out,ground_truth
ANM-00051,BGW-10,2025-02-21T00:00:00Z,2025-02-21T00:07:00Z,29.283547341014184,none,temp_2,0.11372464539754036,False,,Normal window,ground_truth
ANM-00052,BGW-15,2025-02-22T00:00:00Z,2025-02-22T00:06:00Z,38.04214737756928,cross_sensor_mismatch,temp_2,0.8762153100260408,True,Rule-18,Detected cross_sensor_mismatch on temp_2,ground_truth
ANM-00053,BGW-13,2025-02-23T00:00:00Z,2025-02-23T00:28:00Z,33.732081537164454,sensor_dropout,flow_rate,0.8054554554073277,True,Rule-18,Detected sensor_dropout on flow_rate,ground_truth
ANM-00054,BGW-05,2025-02-24T00:00:00Z,2025-02-24T00:31:00Z,31.79652070014798,rate_of_change_violation,temp_1,0.7724157925740146,True,Rule-6,Detected rate_of_change_violation on temp_1,ground_truth
ANM-00055,BGW-08,2025-02-25T00:00:00Z,2025-02-25T00:45:00Z,14.939489840603349,rate_of_change_violation,flow_rate,0.77176022991108,True,Rule-9,Detected rate_of_change_violation on flow_rate,ground_truth
ANM-00056,BGW-01,2025-02-26T00:00:00Z,2025-02-26T00:13:00Z,43.596488375040884,rate_of_change_violation,motor_current,0.8013270288268448,True,Rule-4,Detected rate_of_change_violation on motor_current,ground_truth
ANM-00057,BGW-02,2025-02-27T00:00:00Z,2025-02-27T00:06:00Z,31.348304388438564,none,temp_2,0.23964759093437316,False,,Normal window,ground_truth
ANM-00058,BGW-22,2025-02-28T00:00:00Z,2025-02-28T00:36:00Z,57.945403077388235,sensor_bias_drift,temp_2,0.9423886357940859,True,Rule-11,Detected sensor_bias_drift on temp_2,ground_truth
ANM-00059,BGW-07,2025-03-01T00:00:00Z,2025-03-01T00:45:00Z,16.650936801366786,physical_impossibility,flow_rate,0.6561777027832245,True,Rule-4,Detected physical_impossibility on flow_rate,ground_truth
ANM-00060,BGW-04,2025-03-02T00:00:00Z,2025-03-02T00:30:00Z,8.193245375494241,none,temp_1,0.343489927745699,False,,Normal window,ground_truth
ANM-00061,BGW-08,2025-03-03T00:00:00Z,2025-03-03T00:20:00Z,20.473115277466555,sensor_bias_drift,rod_load,0.6791723425500826,True,Rule-11,Detected sensor_bias_drift on rod_load,ground_truth
ANM-00062,BGW-07,2025-03-04T00:00:00Z,2025-03-04T00:59:00Z,18.50901727226032,sensor_stuck_at,pressure_in,0.6443032983004371,True,Rule-7,Detected sensor_stuck_at on pressure_in,ground_truth
ANM-00063,BGW-20,2025-03-05T00:00:00Z,2025-03-05T00:40:00Z,40.73588120296964,sensor_bias_drift,flow_rate,0.72183809969779,True,Rule-13,Detected sensor_bias_drift on flow_rate,ground_truth
ANM-00064,BGW-23,2025-03-06T00:00:00Z,2025-03-06T00:09:00Z,59.84744380374949,cross_sensor_mismatch,rod_load,0.6200369771214407,True,Rule-8,Detected cross_sensor_mismatch on rod_load,ground_truth
ANM-00065,BGW-01,2025-03-07T00:00:00Z,2025-03-07T00:18:00Z,53.50156956991033,physical_impossibility,rod_load,0.656184215973964,True,Rule-2,Detected physical_impossibility on rod_load,ground_truth
ANM-00066,BGW-02,2025-03-08T00:00:00Z,2025-03-08T00:49:00Z,45.68470447475241,physical_impossibility,temp_1,0.6294975703450385,True,Rule-16,Detected physical_impossibility on temp_1,ground_truth
ANM-00067,BGW-14,2025-03-09T00:00:00Z,2025-03-09T00:24:00Z,47.060473854685895,none,rod_load,0.2938843771904721,False,,Normal window,ground_truth
ANM-00068,BGW-17,2025-03-10T00:00:00Z,2025-03-10T00:50:00Z,23.943453334132137,sensor_bias_drift,rod_load,0.9562136796837872,True,Rule-7,Detected sensor_bias_drift on rod_load,ground_truth
ANM-00069,BGW-06,2025-03-11T00:00:00Z,2025-03-11T00:15:00Z,50.30861614361406,rate_of_change_violation,temp_1,0.754515864155935,True,Rule-2,Detected rate_of_change_violation on temp_1,ground_truth
ANM-00070,BGW-16,2025-03-12T00:00:00Z,2025-03-12T00:35:00Z,29.33934885574041,none,rod_load,0.38315975943433267,False,,Normal window,ground_truth
ANM-00071,BGW-19,2025-03-13T00:00:00Z,2025-03-13T00:09:00Z,15.099614457065694,none,rod_load,0.30323371574205105,False,,Normal window,ground_truth
ANM-00072,BGW-23,2025-03-14T00:00:00Z,2025-03-14T00:46:00Z,13.410641969467475,sensor_bias_drift,flow_rate,0.8874491177830167,True,Rule-5,Detected sensor_bias_drift on flow_rate,ground_truth
ANM-00073,BGW-17,2025-03-15T00:00:00Z,2025-03-15T00:07:00Z,26.276188598757543,sensor_stuck_at,pressure_out,0.9882492032094803,True,Rule-18,Detected sensor_stuck_at on pressure_out,ground_truth
ANM-00074,BGW-19,2025-03-16T00:00:00Z,2025-03-16T00:22:00Z,7.223485527682904,none,temp_2,0.1856090550184767,False,,Normal window,ground_truth
ANM-00075,BGW-18,2025-03-17T00:00:00Z,2025-03-17T00:48:00Z,41.04883790012519,sensor_stuck_at,temp_1,0.890647117179746,True,Rule-19,Detected sensor_stuck_at on temp_1,ground_truth
ANM-00076,BGW-09,2025-03-18T00:00:00Z,2025-03-18T00:42:00Z,43.317088220363196,sensor_stuck_at,motor_current,0.8242715859233816,True,Rule-15,Detected sensor_stuck_at on motor_current,ground_truth
ANM-00077,BGW-01,2025-03-19T00:00:00Z,2025-03-19T00:50:00Z,33.7195940605838,none,pressure_in,0.3700222049488553,False,,Normal window,ground_truth
ANM-00078,BGW-03,2025-03-20T00:00:00Z,2025-03-20T00:34:00Z,12.931891890597619,sensor_dropout,flow_rate,0.8257933411861718,True,Rule-11,Detected sensor_dropout on flow_rate,ground_truth
ANM-00079,BGW-15,2025-03-21T00:00:00Z,2025-03-21T00:50:00Z,35.327404532200646,none,motor_current,0.26811895887236026,False,,Normal window,ground_truth
ANM-00080,BGW-07,2025-03-22T00:00:00Z,2025-03-22T00:24:00Z,19.093475167607927,physical_impossibility,rod_load,0.714898802893793,True,Rule-15,Detected physical_impossibility on rod_load,ground_truth
ANM-00081,BGW-23,2025-03-23T00:00:00Z,2025-03-23T00:12:00Z,22.630049347920732,cross_sensor_mismatch,motor_current,0.84992769017981,True,Rule-19,Detected cross_sensor_mismatch on motor_current,ground_truth
ANM-00082,BGW-13,2025-03-24T00:00:00Z,2025-03-24T00:07:00Z,36.72335180808385,physical_impossibility,pressure_out,0.7091718787135117,True,Rule-16,Detected physical_impossibility on pressure_out,ground_truth
ANM-00083,BGW-05,2025-03-25T00:00:00Z,2025-03-25T00:48:00Z,10.079742500853252,rate_of_change_violation,rod_load,0.8070000730585778,True,Rule-20,Detected rate_of_change_violation on rod_load,ground_truth
ANM-00084,BGW-17,2025-03-26T00:00:00Z,2025-03-26T00:06:00Z,10.78311026253235,none,pressure_in,0.32923222691072795,False,,Normal window,ground_truth
ANM-00085,BGW-05,2025-03-27T00:00:00Z,2025-03-27T00:38:00Z,48.78468782548707,sensor_dropout,pressure_in,0.8193602769245684,True,Rule-3,Detected sensor_dropout on pressure_in,ground_truth
ANM-00086,BGW-21,2025-03-28T00:00:00Z,2025-03-28T00:13:00Z,15.212480829426841,none,motor_current,0.13529845096262083,False,,Normal window,ground_truth
ANM-00087,BGW-17,2025-03-29T00:00:00Z,2025-03-29T00:46:00Z,26.849083001952593,sensor_bias_drift,temp_1,0.6742354889428791,True,Rule-7,Detected sensor_bias_drift on temp_1,ground_truth
ANM-00088,BGW-21,2025-03-30T00:00:00Z,2025-03-30T00:45:00Z,6.737378877622289,none,pressure_in,0.2626760001287892,False,,Normal window,ground_truth
ANM-00089,BGW-22,2025-03-31T00:00:00Z,2025-03-31T00:57:00Z,41.33189534474526,physical_impossibility,rod_load,0.6953249560883223,True,Rule-8,Detected physical_impossibility on rod_load,ground_truth
ANM-00090,BGW-05,2025-04-01T00:00:00Z,2025-04-01T00:55:00Z,29.89827095977889,none,temp_2,0.37975418683869433,False,,Normal window,ground_truth
ANM-00091,BGW-13,2025-04-02T00:00:00Z,2025-04-02T00:06:00Z,33.08180703170159,sensor_dropout,motor_current,0.9743549241470283,True,Rule-12,Detected sensor_dropout on motor_current,ground_truth
ANM-00092,BGW-12,2025-04-03T00:00:00Z,2025-04-03T00:20:00Z,49.46010909202525,physical_impossibility,temp_2,0.8375658668445007,True,Rule-2,Detected physical_impossibility on temp_2,ground_truth
ANM-00093,BGW-03,2025-04-04T00:00:00Z,2025-04-04T00:19:00Z,37.875828379955166,physical_impossibility,flow_rate,0.9219308009153837,True,Rule-9,Detected physical_impossibility on flow_rate,ground_truth
ANM-00094,BGW-21,2025-04-05T00:00:00Z,2025-04-05T00:54:00Z,26.786689723743667,sensor_dropout,pressure_out,0.7304308830443325,True,Rule-14,Detected sensor_dropout on pressure_out,ground_truth
ANM-00095,BGW-14,2025-04-06T00:00:00Z,2025-04-06T00:54:00Z,18.7783240177475,cross_sensor_mismatch,pressure_in,0.6881491862579157,True,Rule-20,Detected cross_sensor_mismatch on pressure_in,ground_truth
ANM-00096,BGW-18,2025-04-07T00:00:00Z,2025-04-07T00:55:00Z,30.92378596118609,none,rod_load,0.18606813722913937,False,,Normal window,ground_truth
ANM-00097,BGW-03,2025-04-08T00:00:00Z,2025-04-08T00:13:00Z,58.78463807477646,rate_of_change_violation,flow_rate,0.8932681793821378,True,Rule-20,Detected rate_of_change_violation on flow_rate,ground_truth
ANM-00098,BGW-08,2025-04-09T00:00:00Z,2025-04-09T00:12:00Z,35.11378078915048,sensor_stuck_at,pressure_out,0.8471471039678256,True,Rule-5,Detected sensor_stuck_at on pressure_out,ground_truth
ANM-00099,BGW-09,2025-04-10T00:00:00Z,2025-04-10T00:18:00Z,49.4215093971843,sensor_stuck_at,temp_1,0.9754449766442022,True,Rule-14,Detected sensor_stuck_at on temp_1,ground_truth
ANM-00100,BGW-06,2025-04-11T00:00:00Z,2025-04-11T00:09:00Z,24.233630049829507,sensor_dropout,pressure_out,0.8907944335989659,True,Rule-19,Detected sensor_dropout on pressure_out,ground_truth
ANM-00101,BGW-14,2025-04-12T00:00:00Z,2025-04-12T00:43:00Z,23.326110461829618,none,rod_load,0.3637868435316024,False,,Normal window,ground_truth
ANM-00102,BGW-14,2025-04-13T00:00:00Z,2025-04-13T00:35:00Z,41.98558787027248,none,rod_load,0.15384716068476467,False,,Normal window,ground_truth
ANM-00103,BGW-14,2025-04-14T00:00:00Z,2025-04-14T00:09:00Z,11.06722467557154,physical_impossibility,temp_1,0.8972835381792894,True,Rule-2,Detected physical_impossibility on temp_1,ground_truth
ANM-00104,BGW-18,2025-04-15T00:00:00Z,2025-04-15T00:54:00Z,30.419726016452348,physical_impossibility,temp_2,0.6678149095432172,True,Rule-13,Detected physical_impossibility on temp_2,ground_truth
ANM-00105,BGW-08,2025-04-16T00:00:00Z,2025-04-16T00:37:00Z,41.85055762010532,sensor_stuck_at,pressure_in,0.9687767740742597,True,Rule-17,Detected sensor_stuck_at on pressure_in,ground_truth
ANM-00106,BGW-22,2025-04-17T00:00:00Z,2025-04-17T00:06:00Z,43.917386760328064,sensor_stuck_at,pressure_out,0.9283602023790603,True,Rule-8,Detected sensor_stuck_at on pressure_out,ground_truth
ANM-00107,BGW-12,2025-04-18T00:00:00Z,2025-04-18T00:23:00Z,8.63225771994836,none,pressure_out,0.13178386851057422,False,,Normal window,ground_truth
ANM-00108,BGW-15,2025-04-19T00:00:00Z,2025-04-19T00:47:00Z,31.823277102033206,none,rod_load,0.24724070863771913,False,,Normal window,ground_truth
ANM-00109,BGW-22,2025-04-20T00:00:00Z,2025-04-20T00:27:00Z,28.880533636814448,sensor_dropout,temp_1,0.6723022134094822,True,Rule-16,Detected sensor_dropout on temp_1,ground_truth
ANM-00110,BGW-05,2025-04-21T00:00:00Z,2025-04-21T00:32:00Z,55.89913302728172,sensor_stuck_at,temp_1,0.674291307540335,True,Rule-3,Detected sensor_stuck_at on temp_1,ground_truth
ANM-00111,BGW-08,2025-04-22T00:00:00Z,2025-04-22T00:24:00Z,14.903915916390558,none,pressure_out,0.34051124409709044,False,,Normal window,ground_truth
ANM-00112,BGW-14,2025-04-23T00:00:00Z,2025-04-23T00:07:00Z,36.22973552024538,sensor_dropout,pressure_out,0.8713419067217576,True,Rule-9,Detected sensor_dropout on pressure_out,ground_truth
ANM-00113,BGW-21,2025-04-24T00:00:00Z,2025-04-24T00:46:00Z,25.905391918192787,sensor_dropout,temp_2,0.9182116217663355,True,Rule-7,Detected sensor_dropout on temp_2,ground_truth
ANM-00114,BGW-14,2025-04-25T00:00:00Z,2025-04-25T00:52:00Z,33.71889886223263,physical_impossibility,temp_1,0.7976762421909267,True,Rule-5,Detected physical_impossibility on temp_1,ground_truth
ANM-00115,BGW-23,2025-04-26T00:00:00Z,2025-04-26T00:14:00Z,59.1891214713952,none,rod_load,0.34788218381590896,False,,Normal window,ground_truth
ANM-00116,BGW-15,2025-04-27T00:00:00Z,2025-04-27T00:27:00Z,58.039946886195075,sensor_stuck_at,temp_2,0.7778556510543772,True,Rule-16,Detected sensor_stuck_at on temp_2,ground_truth
ANM-00117,BGW-15,2025-04-28T00:00:00Z,2025-04-28T00:46:00Z,37.98017336226873,none,temp_1,0.1288453137779099,False,,Normal window,ground_truth
ANM-00118,BGW-07,2025-04-29T00:00:00Z,2025-04-29T00:27:00Z,28.2849403330004,none,pressure_in,0.14010879714146912,False,,Normal window,ground_truth
ANM-00119,BGW-13,2025-04-30T00:00:00Z,2025-04-30T00:24:00Z,20.644054533796727,sensor_dropout,temp_1,0.6598684183751485,True,Rule-14,Detected sensor_dropout on temp_1,ground_truth
ANM-00120,BGW-01,2025-05-01T00:00:00Z,2025-05-01T00:21:00Z,28.18742465363071,none,pressure_in,0.3021293744714802,False,,Normal window,ground_truth
ANM-00121,BGW-05,2025-05-02T00:00:00Z,2025-05-02T00:56:00Z,47.39888936911103,physical_impossibility,rod_load,0.9843628660925842,True,Rule-7,Detected physical_impossibility on rod_load,ground_truth
ANM-00122,BGW-16,2025-05-03T00:00:00Z,2025-05-03T00:53:00Z,52.579644637378664,rate_of_change_violation,temp_2,0.8111330197691067,True,Rule-19,Detected rate_of_change_violation on temp_2,ground_truth
ANM-00123,BGW-18,2025-05-04T00:00:00Z,2025-05-04T00:22:00Z,50.86427804773194,sensor_bias_drift,temp_2,0.7462850144420861,True,Rule-8,Detected sensor_bias_drift on temp_2,ground_truth
ANM-00124,BGW-18,2025-05-05T00:00:00Z,2025-05-05T00:55:00Z,57.19297635305947,physical_impossibility,pressure_out,0.8865683265137307,True,Rule-13,Detected physical_impossibility on pressure_out,ground_truth
ANM-00125,BGW-12,2025-05-06T00:00:00Z,2025-05-06T00:57:00Z,8.593936346355616,rate_of_change_violation,temp_2,0.9984876804450122,True,Rule-18,Detected rate_of_change_violation on temp_2,ground_truth
ANM-00126,BGW-08,2025-05-07T00:00:00Z,2025-05-07T00:11:00Z,25.423283609516947,rate_of_change_violation,rod_load,0.8466429115162551,True,Rule-12,Detected rate_of_change_violation on rod_load,ground_truth
ANM-00127,BGW-16,2025-05-08T00:00:00Z,2025-05-08T00:17:00Z,19.50485831675079,none,temp_1,0.11965804375718017,False,,Normal window,ground_truth
ANM-00128,BGW-02,2025-05-09T00:00:00Z,2025-05-09T00:44:00Z,44.383611389584054,none,rod_load,0.15051975712586158,False,,Normal window,ground_truth
ANM-00129,BGW-05,2025-05-10T00:00:00Z,2025-05-10T00:21:00Z,47.75877370270159,none,motor_current,0.21232989692557794,False,,Normal window,ground_truth
ANM-00130,BGW-08,2025-05-11T00:00:00Z,2025-05-11T00:40:00Z,37.655016462132174,sensor_dropout,rod_load,0.8985918418049721,True,Rule-16,Detected sensor_dropout on rod_load,ground_truth
ANM-00131,BGW-18,2025-05-12T00:00:00Z,2025-05-12T00:30:00Z,33.34959868840207,physical_impossibility,motor_current,0.6193674511551749,True,Rule-8,Detected physical_impossibility on motor_current,ground_truth
ANM-00132,BGW-20,2025-05-13T00:00:00Z,2025-05-13T00:56:00Z,23.851210024839506,sensor_dropout,rod_load,0.8955343105208237,True,Rule-19,Detected sensor_dropout on rod_load,ground_truth
ANM-00133,BGW-17,2025-05-14T00:00:00Z,2025-05-14T00:41:00Z,32.51669117365865,cross_sensor_mismatch,temp_2,0.8882535848805033,True,Rule-5,Detected cross_sensor_mismatch on temp_2,ground_truth
ANM-00134,BGW-13,2025-05-15T00:00:00Z,2025-05-15T00:18:00Z,10.360401679023596,none,pressure_out,0.2504988924984572,False,,Normal window,ground_truth
ANM-00135,BGW-07,2025-05-16T00:00:00Z,2025-05-16T00:43:00Z,40.06626729596645,none,flow_rate,0.2725333544036359,False,,Normal window,ground_truth
ANM-00136,BGW-10,2025-05-17T00:00:00Z,2025-05-17T00:10:00Z,23.142792346174012,none,motor_current,0.14402443076663282,False,,Normal window,ground_truth
