# Dataset: Baghewala Digital Twin - High-Resolution Sensor Telemetry Stream
# Version: 1.3.0
# Generated: 2026-08-27T13:55:00Z
# Description: 5-minute interval sensor telemetry for 2 wells across 1 CSS cycle each
# Schema: WellState Canonical v1.0 (Meso Domain - Streaming)
# Sampling: 5-minute intervals (~25,920 total records)
# Anomaly Injection: 1.5% dropout, 0.5% stuck-at, 1% bias drift
# Field: Baghewala, Jaisalmer, Rajasthan
# Random Seed: 42
telemetry_id,well_id,cycle_id,ts,cycle_day,phase,temp_1_c,temp_2_c,pressure_in_psi,pressure_out_psi,flow_rate_bopd,tank_level_pct,spm,stroke_len_in,vfd_pct,motor_current_a,motor_torque_nm,rod_load_peak_lb,rod_load_min_lb,vibration_mm_s,source,quality_flag
TEL-3A5F34B8,BGW-08,CYC-202,2026-01-01T01:40:00Z,0.069,inject,88.11009630393544,78.50756067855174,384.1822163687797,35.16434209685652,0.0,18.575818597313816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3604606167119426,synthetic,ok
TEL-0BEC4103,BGW-08,CYC-202,2026-01-01T01:45:00Z,0.073,inject,91.95920725059298,82.76061618426506,375.5930601639777,21.7296306823835,0.0,19.22783889010664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45789021289715715,synthetic,ok
TEL-CD10B317,BGW-08,CYC-202,2026-01-01T01:50:00Z,0.076,inject,93.65769440846339,84.46983139263368,378.829075197767,22.08737729306054,0.0,13.690250002716319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2926141771608173,synthetic,ok
TEL-CE5C51DB,BGW-08,CYC-202,2026-01-01T01:55:00Z,0.08,inject,87.10336884611131,79.74144490051253,218.55022718376705,39.9073809741801,0.0,14.95976546392526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2322144042162568,synthetic,ok
TEL-3A4EF5EE,BGW-08,CYC-202,2026-01-01T02:00:00Z,0.083,inject,82.73496018087326,74.61878627549022,288.02586046856874,27.809703980962013,0.0,11.40165832465713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34686344295999677,synthetic,ok
TEL-FC5CBB73,BGW-08,CYC-202,2026-01-01T02:05:00Z,0.087,inject,80.72942865211536,71.3509025933212,457.18020200898627,37.27398795922105,0.0,23.279395053903684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16513929648960696,synthetic,ok
TEL-B6180EBA,BGW-08,CYC-202,2026-01-01T02:10:00Z,0.09,inject,93.91871061479914,83.6824210261858,209.98486286832343,35.86207072316725,0.0,26.314691211128846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48526979470718196,synthetic,ok
TEL-CD2E2854,BGW-08,CYC-202,2026-01-01T02:15:00Z,0.094,inject,91.4979587958269,82.05616919351296,403.92477083542127,24.432786804600873,0.0,23.84596836577273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2588382304183939,synthetic,ok
TEL-CD81F3A3,BGW-08,CYC-202,2026-01-01T02:20:00Z,0.097,inject,90.252171097471,80.20132942330152,223.6188367317789,39.93653150058782,0.0,28.23900741984833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1927322920032114,synthetic,ok
TEL-81A3F41D,BGW-08,CYC-202,2026-01-01T02:25:00Z,0.101,inject,84.18144042128488,76.18232981843141,357.23991388119555,33.374484688613826,0.0,10.983258270005274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16097508517918427,synthetic,ok
TEL-A4942735,BGW-08,CYC-202,2026-01-01T02:30:00Z,0.104,inject,83.73821865174922,74.14095223580684,299.05198857363223,24.772049448950863,0.0,25.577482809009553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23818468590789277,synthetic,ok
TEL-2348ACE5,BGW-08,CYC-202,2026-01-01T02:35:00Z,0.108,inject,88.12419814677475,80.73668020020862,461.5471339602184,20.81384550730351,0.0,20.052332395405408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3753167204021807,synthetic,ok
TEL-5E6DC76D,BGW-08,CYC-202,2026-01-01T02:40:00Z,0.111,inject,95.83157439091539,87.51523002084453,395.62697615667923,40.43336211042043,0.0,12.72648061268336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4304131660155488,synthetic,ok
TEL-3DB2BFFA,BGW-08,CYC-202,2026-01-01T02:45:00Z,0.115,inject,92.86572323046677,82.59854802144538,278.9667533158342,30.740226587440738,0.0,22.218858579494388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36062827216057514,synthetic,ok
TEL-1BC3552A,BGW-08,CYC-202,2026-01-01T02:50:00Z,0.118,inject,89.64902417370645,79.91179568350493,351.50252926735686,30.981937296550303,0.0,10.748332631314177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4879667747211018,synthetic,ok
TEL-6AE47390,BGW-08,CYC-202,2026-01-01T02:55:00Z,0.122,inject,86.58873885209773,78.1665366427892,413.24704474035514,27.589093479924475,0.0,27.409995330004747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1968446894314792,synthetic,ok
TEL-B549AD38,BGW-08,CYC-202,2026-01-01T03:00:00Z,0.125,inject,90.14477827600054,80.73350476037338,360.2486821811025,31.432036730952635,0.0,11.785376084159552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49012918907324776,synthetic,ok
TEL-E077B6C7,BGW-08,CYC-202,2026-01-01T03:05:00Z,0.128,inject,86.88261329242908,78.74724828810828,344.6601069601462,22.13109003803772,0.0,22.096182072223836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18839462459527467,synthetic,ok
TEL-5DD482E1,BGW-08,CYC-202,2026-01-01T03:10:00Z,0.132,inject,90.30132833563722,82.67208044590733,502.0398339858172,21.881655226062314,0.0,21.09054131928793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4911270677884586,synthetic,ok
TEL-E921506F,BGW-08,CYC-202,2026-01-01T03:15:00Z,0.135,inject,98.91267148231535,85.66575911382003,324.189559973251,32.39960142964965,0.0,12.938989845785455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19391985393051786,synthetic,ok
TEL-2E2F2155,BGW-08,CYC-202,2026-01-01T03:20:00Z,0.139,inject,94.3612117341706,84.03060920985206,474.04410377408277,30.760582981451716,0.0,19.537519315363163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3781939116189991,synthetic,ok
TEL-395D4B46,BGW-08,CYC-202,2026-01-01T03:25:00Z,0.142,inject,84.73104537117077,75.50659322560749,322.479942463605,42.68055299211488,0.0,26.714239696430194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36850550164541157,synthetic,ok
TEL-FC051BD0,BGW-08,CYC-202,2026-01-01T03:30:00Z,0.146,inject,85.92667963739318,76.04374417775992,357.59806410949926,44.90559226163408,0.0,20.970305518932665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11935376429062826,synthetic,ok
TEL-A7E560C9,BGW-08,CYC-202,2026-01-01T03:35:00Z,0.149,inject,92.86008589568782,84.22732947847865,219.65794092957103,26.286401654525648,0.0,30.15228084225982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25608664778155915,synthetic,ok
TEL-5313B6B2,BGW-08,CYC-202,2026-01-01T03:40:00Z,0.153,inject,95.44856045069015,84.38445924425812,313.34886846002144,29.672495549190767,0.0,22.834455856760222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18996256821892482,synthetic,ok
TEL-36EABAFC,BGW-08,CYC-202,2026-01-01T03:45:00Z,0.156,inject,84.58511545549837,75.98421928864347,207.84748756942804,32.46914465259048,0.0,15.192913865425014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13277937822745847,synthetic,ok
TEL-8A52DD3C,BGW-08,CYC-202,2026-01-01T03:50:00Z,0.16,inject,86.52959556466324,79.18239839821567,228.21183561218032,36.05765555701278,0.0,18.427475532850988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29781904734739256,synthetic,ok
TEL-04446ED6,BGW-08,CYC-202,2026-01-01T03:55:00Z,0.163,inject,86.50615063198364,77.52228101833481,449.9892765558333,21.49951163307381,0.0,12.43043433159142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1311416403988876,synthetic,ok
TEL-2C48E169,BGW-08,CYC-202,2026-01-01T04:00:00Z,0.167,inject,88.89503185058733,81.32775044296315,378.94160052410854,42.50374403711457,0.0,14.64682749997777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19876963120881913,synthetic,ok
TEL-624B37C4,BGW-08,CYC-202,2026-01-01T04:05:00Z,0.17,inject,84.36574753889104,76.70972204549398,212.08813887161736,20.66402556439264,0.0,19.78300465034822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22593446010186102,synthetic,ok
TEL-0744E7A4,BGW-08,CYC-202,2026-01-01T04:10:00Z,0.174,inject,92.96346677125572,84.64374242295077,376.6858728842891,32.98746379915457,0.0,23.065272024542942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46342398785064004,synthetic,ok
TEL-668BF86F,BGW-08,CYC-202,2026-01-01T04:15:00Z,0.177,inject,95.11640765942643,86.07266310547553,360.4496782061281,41.871225852876215,0.0,19.330466089920424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21939071006030544,synthetic,ok
TEL-9D2DE71B,BGW-08,CYC-202,2026-01-01T04:20:00Z,0.181,inject,91.53743642921403,82.24972638289483,457.49620629183113,21.587671960959565,0.0,22.279297752899787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18423743223017944,synthetic,ok
TEL-13FFFCE4,BGW-08,CYC-202,2026-01-01T04:25:00Z,0.184,inject,85.25032777768047,76.60290022823922,373.9326249576487,40.406233000971824,0.0,23.84547133530483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45000112457716457,synthetic,ok
TEL-195874A4,BGW-08,CYC-202,2026-01-01T04:30:00Z,0.188,inject,94.98236513779733,84.53986774522933,443.7701363246326,29.85871575305272,0.0,21.003186548436858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2462188705770815,synthetic,ok
TEL-2333952D,BGW-08,CYC-202,2026-01-01T04:35:00Z,0.191,inject,81.37441976776816,72.71430822696499,227.5154577894463,40.65248814263804,0.0,13.07505734857026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10252650618725347,synthetic,ok
TEL-756A7402,BGW-08,CYC-202,2026-01-01T04:40:00Z,0.194,inject,81.5839779698827,74.85372825428041,367.09996996640007,27.365116044580347,0.0,20.807243609321993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12317613457260128,synthetic,ok
TEL-6E6F3707,BGW-08,CYC-202,2026-01-01T04:45:00Z,0.198,inject,82.61063248443291,75.37392986149621,416.9050584761536,45.74798333832281,0.0,17.659678975766248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38994264959828323,synthetic,ok
TEL-58BC07B1,BGW-08,CYC-202,2026-01-01T04:50:00Z,0.201,inject,89.66503745821436,79.37250937925951,356.7525755835386,30.256270193857617,0.0,17.203893306513752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29281572769409037,synthetic,ok
TEL-3C2A4653,BGW-08,CYC-202,2026-01-01T04:55:00Z,0.205,inject,91.26263986156461,82.42068415492167,367.54660984197017,30.60495463247164,0.0,21.924590047689062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297268017406486,synthetic,ok
TEL-25774345,BGW-08,CYC-202,2026-01-01T05:00:00Z,0.208,inject,92.1536006352525,82.02702399170799,309.45607903979464,44.77407672068653,0.0,25.65309253018713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4290895363521137,synthetic,ok
TEL-C4D6A7E2,BGW-08,CYC-202,2026-01-01T05:05:00Z,0.212,inject,80.90606974048957,74.263778441534,470.4087577711437,46.581505672974906,0.0,29.49042632135683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3941530766453056,synthetic,ok
TEL-906CA6A8,BGW-08,CYC-202,2026-01-01T05:10:00Z,0.215,inject,90.90408004202244,81.73715820350992,446.2475863212389,49.45362487559042,0.0,14.122343780015406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3145217104339057,synthetic,ok
TEL-A3300E60,BGW-08,CYC-202,2026-01-01T05:15:00Z,0.219,inject,90.00589901223641,81.02508722588034,476.1634716227192,37.61868314389641,0.0,19.122463763420686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157560865223798,synthetic,ok
TEL-50EFC7F8,BGW-08,CYC-202,2026-01-01T05:20:00Z,0.222,inject,88.78047091516365,78.74807278256579,197.73436915644965,34.34011212518182,0.0,25.47855299033559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4446229986423579,synthetic,ok
TEL-D17B2A00,BGW-08,CYC-202,2026-01-01T05:25:00Z,0.226,inject,87.61929408082979,80.40590086289086,260.23727139146024,48.21711754434795,0.0,11.085330142998776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43549677514333585,synthetic,ok
TEL-80F3AABC,BGW-08,CYC-202,2026-01-01T05:30:00Z,0.229,inject,93.18945491770437,82.8184544854735,272.1559018024736,46.88869850259716,0.0,21.925445996835226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2831804692423032,synthetic,ok
TEL-7212CBAA,BGW-08,CYC-202,2026-01-01T05:35:00Z,0.233,inject,93.95912669229101,84.69777460117199,332.65125304905985,30.527783422651133,0.0,20.279399745416733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19193857089419766,synthetic,ok
TEL-04F9C39A,BGW-08,CYC-202,2026-01-01T05:40:00Z,0.236,inject,85.89464584588644,78.01808697372495,402.67479142336634,46.35038724022515,0.0,24.901869358756645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041157905152746,synthetic,ok
TEL-76300CF5,BGW-08,CYC-202,2026-01-01T05:45:00Z,0.24,inject,91.61430407439005,81.27586874203735,263.6013184159554,35.17409499159285,0.0,12.07591676818952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2510959991918879,synthetic,ok
TEL-5F692ACB,BGW-08,CYC-202,2026-01-01T05:50:00Z,0.243,inject,89.06752003224621,80.28857840042522,344.64752204550905,42.31439588539912,0.0,22.02641975689249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388002511493692,synthetic,ok
TEL-F5D1C5A3,BGW-08,CYC-202,2026-01-01T05:55:00Z,0.247,inject,94.0987592609544,84.1554255423839,267.38562586713664,28.769565807013898,0.0,27.829436440370067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1389484262520276,synthetic,ok
TEL-6E658FE0,BGW-08,CYC-202,2026-01-01T06:00:00Z,0.25,inject,91.22941506086981,80.80003694017398,481.14401871750755,20.815953753391387,0.0,25.2972344760533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12541179308364894,synthetic,ok
TEL-50EBCC2A,BGW-08,CYC-202,2026-01-01T06:05:00Z,0.253,inject,82.67440519236914,75.62928121094644,234.34127979401538,24.652367620872756,0.0,26.57021367846981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2221288709780602,synthetic,ok
TEL-43470D21,BGW-08,CYC-202,2026-01-01T06:10:00Z,0.257,inject,88.68817250815903,80.5991892466216,264.68622710449966,37.523609628210174,0.0,18.556042888897935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46854037443978463,synthetic,ok
TEL-27EB7D93,BGW-08,CYC-202,2026-01-01T06:15:00Z,0.26,inject,88.67233489438601,80.0830409432021,213.3186861220687,27.532023210557913,0.0,13.062098647450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22710912148358342,synthetic,ok
TEL-C423E787,BGW-08,CYC-202,2026-01-01T06:20:00Z,0.264,inject,83.22150022072819,74.03854929655819,361.2962716963482,33.84707697555218,0.0,27.25081394376633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17239205839765423,synthetic,ok
TEL-A91152B8,BGW-08,CYC-202,2026-01-01T06:25:00Z,0.267,inject,84.30137691888635,75.64905456790709,437.28421176926355,34.217156924796036,0.0,17.790848284501013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3322217932824684,synthetic,ok
TEL-C3331C40,BGW-08,CYC-202,2026-01-01T06:30:00Z,0.271,inject,90.81120600294865,81.84272872005695,344.2852299219106,42.27844087326019,0.0,16.4039088607949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3976434914394114,synthetic,ok
TEL-E757FFED,BGW-08,CYC-202,2026-01-01T06:35:00Z,0.274,inject,93.56081863512884,85.21771898530045,500.3893015123705,45.840468154625995,0.0,20.827379138668892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1784845540697128,synthetic,ok
TEL-3E54C111,BGW-08,CYC-202,2026-01-01T06:40:00Z,0.278,inject,88.35401779369133,79.73949811127098,467.2959754123271,42.13273489556696,0.0,29.897481993383977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430563275604749,synthetic,ok
TEL-449B6104,BGW-08,CYC-202,2026-01-01T06:45:00Z,0.281,inject,92.81422832412746,83.22003296749406,292.28643217586756,39.36520824196399,0.0,26.555725850693584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45315359282090817,synthetic,ok
TEL-CAF0CC19,BGW-08,CYC-202,2026-01-01T06:50:00Z,0.285,inject,92.046623146579,83.25537956508532,304.67092522673937,30.316235524331397,0.0,26.448293515252647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40728559799289077,synthetic,ok
TEL-043A5728,BGW-08,CYC-202,2026-01-01T06:55:00Z,0.288,inject,91.87354166980452,84.25572766879152,427.2319194968444,37.69112382162506,0.0,19.174353233757603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29405780471689746,synthetic,ok
TEL-62EE5240,BGW-08,CYC-202,2026-01-01T07:00:00Z,0.292,inject,91.85009971746696,82.34286137004938,266.94686751532504,32.17085432318197,0.0,28.225702054454953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3780900236237988,synthetic,ok
TEL-1CA11BF4,BGW-08,CYC-202,2026-01-01T07:05:00Z,0.295,inject,89.0532227051633,80.14177955074678,219.31822470798033,35.23156054941352,0.0,11.956888924422119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20355438516241398,synthetic,ok
TEL-A47EA5A7,BGW-08,CYC-202,2026-01-01T07:10:00Z,0.299,inject,90.07560009095137,81.49964004725939,349.3032400008713,44.9705478613556,0.0,25.338959334151177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24597977982278033,synthetic,ok
TEL-258A08C9,BGW-08,CYC-202,2026-01-01T07:15:00Z,0.302,inject,81.40932411298492,74.06257981919752,223.44761003341011,33.6662046355206,0.0,24.538547565455268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4777395330730446,synthetic,ok
TEL-39B0ACCB,BGW-08,CYC-202,2026-01-01T07:20:00Z,0.306,inject,92.93436382800272,83.58657737627549,281.42115710682737,25.200039118613763,0.0,27.41850398208627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16266740431193955,synthetic,ok
TEL-FAA484CD,BGW-08,CYC-202,2026-01-01T07:25:00Z,0.309,inject,86.57130814898389,77.45149228559038,326.49257292273103,37.88738057168697,0.0,11.32412497110376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10282405990817092,synthetic,ok
TEL-94BA571A,BGW-08,CYC-202,2026-01-01T07:30:00Z,0.312,inject,78.80745610155388,70.40070823782699,450.40321629858624,44.0335091505905,0.0,20.08833475390043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48826323188417936,synthetic,ok
TEL-2315D899,BGW-08,CYC-202,2026-01-01T07:35:00Z,0.316,inject,90.51246196231021,82.19144495247183,398.6889529013524,47.377236450990836,0.0,23.435484414571963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3612577030232797,synthetic,ok
TEL-D893D63D,BGW-08,CYC-202,2026-01-01T07:40:00Z,0.319,inject,90.59813849258605,81.7203396495058,339.40316657102863,23.8339085831344,0.0,13.638816317267981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27187945778975864,synthetic,ok
TEL-0D6A8BE9,BGW-08,CYC-202,2026-01-01T07:45:00Z,0.323,inject,89.5526078785247,80.45273509121826,358.79294004406376,39.29121499586906,0.0,21.197474097747104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545489566221215,synthetic,ok
TEL-2FB1D4CE,BGW-08,CYC-202,2026-01-01T07:50:00Z,0.326,inject,86.28456087204123,77.88108309187295,441.8707927142056,40.228794064857205,0.0,20.343635073584423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4491790625208187,synthetic,ok
TEL-770B2A9A,BGW-08,CYC-202,2026-01-01T07:55:00Z,0.33,inject,88.63414075975155,78.17607004723098,254.4553253329439,47.15253789802855,0.0,10.00738781673302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13291266719780734,synthetic,ok
TEL-F1266528,BGW-08,CYC-202,2026-01-01T08:00:00Z,0.333,inject,87.47839044599708,78.01154297500295,314.26835782925434,30.118219017282456,0.0,24.155826322900804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2845945142583397,synthetic,ok
TEL-4C85C9F9,BGW-08,CYC-202,2026-01-01T08:05:00Z,0.337,inject,93.59239507670996,84.53339129090361,287.82768175853175,21.019458464621724,0.0,17.564712575951855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48831826295879194,synthetic,ok
